시설물개수,인구밀도,하천,자동차등록대수,자전거도로,지하철_총승객수,학교개수,영화관개수,대학교개수,강,행정동명
0.24278991523405422,2.3215449430975146,-0.2581988897471611,0.44326207839929593,-0.19666943098704567,0.8795524366296394,0.8421601936380788,-0.264363072950721,2.6457513110645903,-0.3333333333333333,거제1동
0.13180023969848656,-0.6630523676714609,-0.2581988897471611,0.44326207839929593,-0.19666943098704567,-0.4760093871670326,-0.4875664278957299,0.9105839179413722,-0.3779644730092272,-0.3333333333333333,거제2동
-1.0890861911927574,0.7121561574367514,-0.2581988897471611,0.44326207839929593,-0.19666943098704567,-0.5559937856812268,0.3989179864601426,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,연산3동
0.35377959076962184,2.368696427132689,-0.2581988897471611,0.44326207839929593,-0.19666943098704567,2.866878594499733,-0.9308086350736662,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,연산5동
-0.7561171645860545,0.1448288712324978,-0.2581988897471611,0.44326207839929593,-0.19666943098704567,-0.6301667112880438,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,연산6동
-0.09017911137264871,0.5470427267498652,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.12979923461192874,-1.3740508422516025,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,괴정1동
-0.8671068401216222,0.29424302778506406,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.5931926626733478,-0.4875664278957299,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,괴정2동
-0.5341378135149193,0.5718250110101465,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.59932093920346,-0.4875664278957299,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,괴정4동
1.241696995054163,-0.7242593453060586,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.36810368872006194,1.7286446079939515,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,당리동
0.24278991523405422,-1.0940275234968935,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,0.7817299502611191,-1.3740508422516025,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,하단1동
-0.6451274890504869,-0.32877578428397497,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.5817076797265588,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,신평1동
-0.09017911137264871,-0.7039667246575365,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.36437358154914873,-0.9308086350736662,-0.264363072950721,-0.3779644730092272,2.9999999999999996,신평2동
1.0197176439830278,-0.11579579063299136,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.35924000026461334,0.3989179864601426,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,장림2동
2.6845627770165423,-0.6146309913905953,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.18441890436391295,0.8421601936380788,-0.264363072950721,-0.3779644730092272,2.9999999999999996,다대1동
-0.42314813797935164,-0.32439715965797394,-0.2581988897471611,-0.14566266390306418,0.5657719074702192,-0.5179824606888659,0.3989179864601426,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,다대2동
-1.0890861911927574,-0.13085767518390368,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.8150284381351066,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,복산동 
-1.0890861911927574,0.8611854143274056,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,1.0176498609723215,0.8421601936380788,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,명륜동 
-1.0890861911927574,-0.14623306905719194,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,1.3520565237126179,0.3989179864601426,0.9105839179413722,-0.3779644730092272,-0.3333333333333333,온천1동 
-1.0890861911927574,-0.2317002417689015,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.7638970147237755,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,온천2동 
-1.0890861911927574,1.0547357336936727,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.08061973029551385,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,온천3동 
-1.0890861911927574,2.379432448109523,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.3240850176127188,-0.04432422071779367,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,사직1동 
-1.0890861911927574,0.24224643502544274,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.6935461715331819,-1.3740508422516025,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,안락1동 
-1.0890861911927574,0.43768581093633135,-0.2581988897471611,0.12694620357200675,-0.006887201388319038,-0.6984770666289781,0.3989179864601426,-0.264363072950721,-0.3779644730092272,-0.3333333333333333,명장2동 
-0.7561171645860545,0.40626054862245514,-0.2581988897471611,0.322724485031514,-0.2590208820869273,-0.6511966808036903,0.3989179864601426,-0.264363072950721,-0.3779644730092272,2.9999999999999996,구포1동
-0.312158462443784,-0.522007680922629,-0.2581988897471611,0.322724485031514,-0.2590208820869273,-0.2801906834110727,1.2854024008160152,-0.264363072950721,-0.3779644730092272,2.9999999999999996,구포2동
1.241696995054163,-0.9472282040468182,-0.2581988897471611,0.322724485031514,-0.2590208820869273,-0.6284038524195985,2.6151290223498243,-0.264363072950721,-0.3779644730092272,2.9999999999999996,금곡동
-0.312158462443784,-0.5220799103270807,-0.2581988897471611,0.322724485031514,-0.2590208820869273,-0.45355209810379477,0.3989179864601426,0.9105839179413722,-0.3779644730092272,-0.3333333333333333,화명1동
