학교이름,주소,위도,경도,행정동명,행정동_코드
한국삼육고등학교,서울 노원구 화랑로 815,37.642012,127.1056211,공릉2동,11350600
한림연예예술고등학교,서울 송파구 충민로 172,37.4795944,127.1265835,장지동,11710646
한서고등학교,서울 강서구 양천로11길 47,37.5747807,126.8096149,방화1동,11500630
한성고등학교,서울 서대문구 북아현로1길 24,37.5586955,126.9541525,북아현동,11410555
한성과학고등학교,서울 서대문구 통일로 279-79,37.57527,126.95692,무악동,11110570
한성여자고등학교,서울 성북구 삼선교로16길 117,37.5859704,127.0109569,삼선동,11290555
한세사이버보안고등학교,서울 마포구 마포대로11길 44-80,37.5489482,126.9528254,아현동,11440555
한양공업고등학교,서울 중구 을지로 299,37.5660131,126.980623,명동,11140550
한양대학교사범대학 부속고등학교,서울 성동구 마조로 42,37.5613663,127.0418325,사근동,11200550
한영고등학교,서울 강동구 동남로 832,37.5388677,127.1526455,길동,11740685
한영외국어고등학교,서울 강동구 동남로 832,37.5388677,127.1526455,길동,11740685
해성국제컨벤션고등학교,서울 동대문구 전농로20길 31,37.58128755,127.0567267,전농2동,11230570
해성여자고등학교,서울 동대문구 전농로20길 31,37.58128755,127.0567267,전농2동,11230570
현대고등학교,서울 강남구 압구정로 127,37.5219841,127.0183177,신사동,11680510
혜성여자고등학교,서울 노원구 노원로16길 2,37.6422144,127.0744692,하계1동,11350611
혜원여자고등학교,서울 중랑구 봉우재로58길 39,37.5934872,127.0956243,망우3동,11260660
혜화여자고등학교,서울 강북구 인수봉로 127,37.6331021,127.0135479,수유1동,11305615
홍익대학교 사범대학 부속고등학교,서울 성북구 성북로14가길 23,37.594545,127.002235,성북동,11290525
홍익대학교 사범대학 부속여자고등학교,서울 마포구 성미산로 51,37.5622476,126.9195862,연남동,11440710
홍익디자인고등학교,서울 마포구 성미산로 111,37.5622476,126.9195862,연남동,11440710
화곡고등학교,서울 강서구 강서로45길 69,37.5480495,126.8317245,발산1동,11500611
화곡보건경영고등학교,서울 강서구 강서로45길 70,37.549159,126.832909,발산1동,11500611
환일고등학교,서울 중구 환일길 47,37.5543735,126.96092,공덕동,11440565
효문고등학교,서울 도봉구 우이천로 432,37.64388,127.02993,쌍문3동,11320680
휘경공업고등학교,서울 동대문구 겸재로 21,37.58518945,127.0698752,휘경2동,11230730
휘경여자고등학교,서울 동대문구 한천로 247,37.58294965,127.0674368,휘경2동,11230730
휘문고등학교,서울 강남구 역삼로 541,37.50523845,127.0619983,대치2동,11680610
휘봉고등학교,서울 동대문구 한천로 290,37.58645625,127.068514,휘경2동,11230730
가락중학교,서울 송파구 송이로 45,37.5025764,127.1168124,송파2동,11710590
가산중학교,서울 금천구 시흥대로115길 48,37.46842545,126.8944307,독산1동,11545610
가원중학교,서울 송파구 중대로10길 40-18,37.4913175,127.1241274,가락본동,11710620
가재울중학교,서울 서대문구 수색로 100-75,37.5772579,126.9027849,북가좌1동,11410710
강남중학교,서울 동작구 대방동15길 29,37.5025433,126.9224013,대방동,11590660
강동중학교,서울 강동구 풍산로 237,37.5641034,127.1803451,강일동,11740515
강명중학교,서울 강동구 상일로12길 56,37.5540517,127.1742547,상일2동,11740526
강북중학교,서울 강북구 한천로150길 67,37.64377,127.02516,수유3동,11305635
강빛중학교,서울 강동구 아리수로93다길 1,0,0,강알동,NaN
강신중학교,서울 양천구 남부순환로 604,37.5164721,126.8397705,신월6동,11470610
강일중학교,서울 강동구 고덕로27길 12,37.5555465,127.1364718,암사3동,11740590
강현중학교,서울 동작구 상도로13라길 22,0,0,상도동,NaN
개봉중학교,서울 구로구 고척로21나길 68,37.5025154,126.8439471,개봉1동,11530740
개운중학교,서울 성북구 북악산로 935,37.5976448,127.0219412,돈암1동,11290580
개웅중학교,서울 구로구 개봉로11길 81,37.4891293,126.8528384,개봉3동,11530760
개원중학교,서울 강남구 영동대로 101,37.4919031,127.0716502,개포2동,11680670
거원중학교,서울 송파구 양산로2길 30,37.4887554,127.145968,거여2동,11710532
건국대학교 사범대학부속중학교,서울 광진구 자양로 145-1,37.542124,127.0839651,구의1동,11215850
경서중학교,서울 강서구 양천로59길 31,37.5604641,126.859144,가양3동,11500605
경성중학교,서울 마포구 성미산로 111,37.5622476,126.9195862,연남동,11440710
경수중학교,서울 성동구 뚝섬로13길 14,37.5398453,127.0577343,성수2가1동,11200670
경신중학교,서울 종로구 혜화로 74,37.5875025,126.9998726,혜화동,11110650
경원중학교,서울 서초구 신반포로33길 39,37.510362,127.0105994,반포3동,11650580
경인중학교,서울 구로구 경인로 301,37.5044962,126.8818819,신도림동,11530510
경일중학교,서울 성동구 성수일로 27,37.5484926,127.0512218,성수2가3동,11200690
경희여자중학교,서울 동대문구 경희대로 26,37.5971213,127.0519867,회기동,11230710
경희중학교,서울 동대문구 경희대로 26,37.5971213,127.0519867,회기동,11230710
고덕중학교,서울 강동구 동남로82길 94,37.5605874,127.1616556,고덕2동,11740560
고려대학교사범대학 부속중학교,서울 성북구 정릉로 161,37.60939835,127.0013218,정릉3동,11290640
고명중학교,서울 성북구 북악산로 870,37.5976448,127.0219412,돈암1동,11290580
고척중학교,서울 구로구 중앙로3길 20,37.4990811,126.8617107,고척1동,11530720
공릉중학교,서울 노원구 노원로1길 42,37.6215743,127.0835681,공릉2동,11350600
공항중학교,서울 강서구 방화대로 241,37.5490159,126.8165055,발산1동,11500611
관악중학교,서울 관악구 남부순환로237길 60,37.4791473,126.9603158,행운동,11620575
광남중학교,서울 광진구 아차산로70길 17-62,37.5392797,127.0983829,광장동,11215810
광성중학교,서울 마포구 신수로8길 20,37.5489751,126.9363256,신수동,11440630
광신중학교,서울 관악구 광신길 141,37.46420015,126.9247233,삼성동,11620745
광양중학교,서울 광진구 자양로3길 7,37.5305798,127.0839974,자양2동,11215830
광운중학교,서울 노원구 광운로1길 24,37.6201745,127.0545527,월계1동,11350560
광장중학교,서울 광진구 광장로1길 1,37.547471,127.1030548,광장동,11215810
광진중학교,서울 광진구 뚝섬로64길 45,37.5330439,127.0888302,자양2동,11215830
광희중학교,서울 성동구 독서당로62길 46,37.5496982,127.0315484,응봉동,11200580
구로중학교,서울 구로구 구로중앙로 48,37.502715,126.8800694,구로2동,11530530
구룡중학교,서울 강남구 선릉로 103,37.4855114,127.0571991,개포1동,11680660
구산중학교,서울 은평구 갈현로15길 20-23,37.6093882,126.9090068,구산동,11380560
구암중학교,서울 관악구 성현로 53,37.4930021,126.9455286,성현동,11620565
구의중학교,서울 광진구 광나루로30길 80,37.5433624,127.0815049,구의1동,11215850
구일중학교,서울 구로구 구일로 90-133,37.49510045,126.8740464,구로1동,11530520
국립국악중학교,서울 강남구 개포로22길 65,37.4760475,127.0504367,개포4동,11680690
국립전통예술중학교,서울 금천구 시흥대로38길 62,37.4457809,126.9069167,시흥3동,11545690
국사봉중학교,서울 동작구 양녕로20길 20,37.4937126,126.9443873,상도4동,11590560
금옥중학교,서울 양천구 신정로 213,37.5065557,126.8333583,신정3동,11470640
금호여자중학교,서울 중구 청구로 6,37.5598375,127.014871,동화동,11140665
길음중학교,서울 성북구 길음로 144,37.6041932,127.0240219,길음1동,11290660
난곡중학교,서울 금천구 문성로 67,37.47788615,126.9106292,독산3동,11545630
난우중학교,서울 관악구 난곡로16길 32,37.4667023,126.9227174,난곡동,11620775
남강중학교,서울 관악구 난곡로34길 80,37.4724219,126.924604,난곡동,11620775
남대문중학교,서울 성북구 한천로 660-30,37.6218796,127.0518597,장위3동,11290780
남서울중학교,서울 관악구 남부순환로172길 97,37.4826102,126.9225555,신원동,11620655
남성중학교,서울 동작구 남부순환로269길 166,37.4787802,126.972482,사당4동,11590650
내곡중학교,서울 서초구 신원동 324,37.44505,127.05985,내곡동,11650660
노곡중학교,서울 도봉구 노해로70길 95,37.64907,127.05222,창4동,11320514
노원중학교,서울 노원구 동일로213길 26,37.64834,127.05933,상계6.7동,11350695
노일중학교,서울 노원구 동일로231길 24,37.6719987,127.0549018,상계1동,11350630
녹천중학교,서울 노원구 월계로 376,37.63186,127.0617,월계3동,11350580
단국대학교사범대학 부속중학교,서울 강남구 도곡로64길 21,37.4956806,127.0552866,대치1동,11680600
당곡중학교,서울 관악구 봉천로13길 101,37.4899954,126.9308852,보라매동,11620525
당산서중학교,서울 영등포구 당산로41길 12,37.5317625,126.897655,당산2동,11560560
당산중학교,서울 영등포구 버드나루로 160,37.5252049,126.9094463,영등포동,11560535
대경중학교,서울 중구 매봉18길 111,0,0,신당동,NaN
대광중학교,서울 동대문구 안암로 6,37.5824297,127.0291956,용신동,11230536
대림중학교,서울 영등포구 시흥대로185길 6,0,0,대림1동,NaN
대명중학교,서울 강남구 역삼로87길 26,37.506052,127.0610776,대치2동,11680610
대방중학교,서울 동작구 여의대방로10길 24,37.4951673,126.9138379,신대방1동,11590670
대성중학교,서울 은평구 갈현로29길 51-24,37.6206661,126.9128169,갈현2동,11380552
대신중학교,서울 종로구 사직로 9,37.57566445,126.9706482,사직동,11110530
대영중학교,서울 영등포구 도림로80가길 14,37.5021574,126.905136,신길5동,11560670
대왕중학교,서울 강남구 광평로20길 7,37.4816994,127.0864459,일원본동,11680720
대원국제중학교,서울 광진구 용마산로22길 26,37.5638447,127.0894276,중곡4동,11215770
대청중학교,서울 강남구 양재천로 321,37.4806774,127.0438301,도곡2동,11680656
대치중학교,서울 강남구 남부순환로378길 39,37.484174,127.0477073,도곡2동,11680656
덕산중학교,서울 은평구 가좌로 400,37.594079,126.9131341,신사1동,11380631
덕성여자중학교,서울 종로구 율곡로3길 49,37.5778721,126.9820051,삼청동,11110540
덕수중학교,서울 중구 마른내로9길 10,0,0,광희동,NaN
덕원중학교,서울 강서구 강서로45길 91-44,37.54943785,126.828448,발산1동,11500611
도곡중학교,서울 강남구 언주로57길 31,37.4931541,127.0454195,도곡1동,11680655
도봉중학교,서울 도봉구 마들로 671,37.6605886,127.0488372,창4동,11320514
동구여자중학교,서울 성북구 성북로8길 71,37.5915303,127.0054742,성북동,11290525
동국대학교 사범대학부속여자중학교,서울 광진구 광나루로36길 47,37.5435491,127.0864008,구의1동,11215850
동국대학교사범대학 부속중학교,서울 동대문구 장안벚꽃로 201,37.5870827,127.0703453,휘경2동,11230730
동대문중학교,서울 동대문구 사가정로 59,37.574403,127.0522008,답십리1동,11230600
동덕여자중학교,서울 서초구 효령로2길 123-5,37.4745335,126.9934452,방배3동,11650620
동도중학교,서울 마포구 백범로 139,37.5469645,126.9440979,염리동,11440610
동마중학교,서울 성동구 마조로11길 18,37.5617972,127.040221,사근동,11200550
동명여자중학교,서울 서대문구 독립문로 49,37.5679034,126.9629603,천연동,11410520
동북중학교,서울 강동구 강동대로 305,37.5182952,127.1412259,둔촌1동,11740690
동성중학교,서울 종로구 대학로 156,37.5850668,127.003081,혜화동,11110650
동신중학교,서울 강동구 진황도로 72,37.5344346,127.1399293,길동,11740685
동양중학교,서울 동작구 흑석로9길 94,37.50972035,126.9567846,흑석동,11590605
동원중학교,서울 중랑구 양원역로 32,37.6098733,127.1068556,망우본동,11260655
동일중학교,서울 금천구 탑골로10길 45,37.45199575,126.9166882,시흥2동,11545680
동작중학교,서울 동작구 동작대로39가길 83,37.49521945,126.9772346,사당2동,11590630
둔촌중학교,서울 강동구 진황도로61길 25-30,37.5303112,127.1462469,둔촌2동,11740700
등명중학교,서울 강서구 공항대로39길 39,37.5613245,126.8445763,등촌3동,11500535
등원중학교,서울 강서구 화곡로65길 50,37.5595319,126.8514989,등촌3동,11500535
등촌중학교,서울 강서구 공항대로 484-12,37.5612563,126.8124407,공항동,11500620
마곡중학교,서울 강서구 마곡중앙5로 58,37.5671609,126.8220048,방화1동,11500630
마곡하늬중학교,서울 강서구 마곡서1로 16,37.5587099,126.8202816,공항동,11500620
마장중학교,서울 성동구 마장로35나길 31,37.5689129,127.0403192,마장동,11200540
마포중학교,서울 강서구 화곡로 403,37.5600786,126.8528498,등촌3동,11500535
면목중학교,서울 중랑구 용마산로70길 37,37.5831089,127.0960663,면목제3.8동,11260575
명덕여자중학교,서울 강서구 강서로47길 34-10,37.5538932,126.8354905,발산1동,11500611
명일중학교,서울 강동구 양재대로156길 57,37.5563113,127.1487911,고덕1동,11740550
명지중학교,서울 서대문구 명지2길 56,37.5841049,126.9281067,홍은2동,11410685
목동중학교,서울 양천구 목동동로 172,37.52096015,126.8714857,신정2동,11470630
목운중학교,서울 양천구 목동동로 235,37.51983,126.87042,신정2동,11470630
목일중학교,서울 양천구 목동동로8길 70,37.5170074,126.8712098,신정2동,11470630
무학중학교,서울 성동구 행당로 120,37.55616,127.02701,행당2동,11200570
문래중학교,서울 영등포구 선유서로13길 6,0,0,문래동,11560605
문성중학교,서울 금천구 독산로102길 78,37.4755125,126.9081905,독산3동,11545630
문일중학교,서울 금천구 시흥대로47길 45,37.44922455,126.8991742,시흥1동,11545670
문정중학교,서울 송파구 문정로 73,37.50082,127.14214,마천2동,11710550
문창중학교,서울 동작구 여의대방로22나길 40,37.4958499,126.9217402,신대방2동,11590680
문현중학교,서울 송파구 충민로 99,37.4827057,127.1311436,장지동,11710646
미성중학교,서울 관악구 문성로16길 40,37.4758922,126.9132157,미성동,11620765
반포중학교,서울 서초구 신반포로 67,37.5001425,126.985354,반포본동,11650550
방배중학교,서울 서초구 동광로 144,37.4937729,126.9939566,방배4동,11650621
방산중학교,서울 송파구 오금로29길 31,37.5075523,127.121383,방이1동,11710561
방원중학교,서울 강서구 금낭화로 268,37.5761896,126.8122948,방화3동,11500641
방이중학교,서울 송파구 오금로11길 64,37.5153811,127.1109392,방이2동,11710562
방학중학교,서울 도봉구 시루봉로 188,37.6603818,127.0277016,방학3동,11320710
방화중학교,서울 강서구 개화동로27길 9,37.5643826,126.8080988,방화2동,11500640
배명중학교,서울 송파구 삼학사로 11,37.4987937,127.0957363,삼전동,11710610
배문중학교,서울 용산구 효창원로 258,37.538939,126.9612671,용문동,11170590
배재중학교,서울 강동구 고덕로 227,37.5561611,127.1510738,고덕1동,11740550
배화여자중학교,서울 종로구 필운대로1길 34,37.5785452,126.966875,청운효자동,11110515
백석중학교,서울 강서구 등촌로51나길 35,37.5488521,126.8606223,등촌2동,11500530
백운중학교,서울 도봉구 도봉로129길 50,37.65627825,127.0362546,쌍문2동,11320670
번동중학교,서울 강북구 오현로35길 87,37.63217075,127.0367526,번2동,11305603
보성여자중학교,서울 용산구 신흥로3가길 66,37.5416451,126.9847916,용산2가동,11170520
보성중학교,서울 송파구 양재대로 1278,37.5001856,127.1185973,가락본동,11710620
보인중학교,서울 송파구 오금로49길 18,37.4971396,127.1386359,오금동,11710570
봉림중학교,서울 관악구 장군봉길 72,37.4802682,126.9385458,청룡동,11620595
봉영여자중학교,서울 양천구 목동동로2길 68,37.5113215,126.8603794,신정7동,11470680
봉원중학교,서울 관악구 관악로24가길 15,37.4839568,126.9571744,행운동,11620575
봉은중학교,서울 강남구 영동대로128길 59,37.5190414,127.0625616,삼성1동,11680580
봉화중학교,서울 중랑구 망우로70길 89,37.5962173,127.1034059,망우본동,11260655
북서울중학교,서울 도봉구 도봉로169가길 33,37.681763,127.0428797,도봉1동,11320521
북악중학교,서울 성북구 정릉로12길 41,37.6061725,127.0020107,정릉3동,11290640
불광중학교,서울 은평구 불광로 180,37.61921,126.93248,불광1동,11380520
불암중학교,서울 노원구 한글비석로5길 45,37.6444861,127.0756426,중계1동,11350621
사당중학교,서울 동작구 사당로9가길 58,37.4876063,126.9689437,사당3동,11590640
삼각산중학교,서울 강북구 삼양로19길 141,37.6166184,127.0176922,삼각산동,11305575
삼선중학교,서울 성북구 동소문로3길 69,37.5919336,127.0102749,성북동,11290525
삼성중학교,서울 관악구 신림로3가길 39-24,37.4678068,126.9420298,대학동,11620735
삼정중학교,서울 강서구 금낭화로 210,37.5761896,126.8122948,방화3동,11500641
상경중학교,서울 노원구 동일로227길 61,37.66728,127.05394,상계8동,11350700
상계제일중학교,서울 노원구 덕릉로86길 29-15,37.6600137,127.0762614,중계4동,11350624
상계중학교,서울 노원구 노원로 398,37.6573,127.06643,상계2동,11350640
상도중학교,서울 동작구 사당로2가길 72,37.49033975,126.9614766,사당5동,11590651
상명대학교 사범대학부속여자중학교,서울 종로구 홍지문2길 20,37.6029659,126.9550092,부암동,11110550
상명중학교,서울 노원구 덕릉로 553,37.6454335,127.0574543,상계6.7동,11350695
상봉중학교,서울 중랑구 상봉중앙로8나길 28,37.6006848,127.0907834,상봉1동,11260580
상신중학교,서울 은평구 증산로15길 61,37.5903568,126.9093197,신사2동,11380632
상암중학교,서울 마포구 상암산로1길 26,37.5809006,126.8843017,상암동,11440740
상원중학교,서울 노원구 수락산로 182,37.6708277,127.0528684,상계1동,11350630
상일중학교,서울 강동구 천호대로219길 61,37.5481094,127.170782,상일1동,11740525
상현중학교,서울 동작구 사당로2길 2-19,0,0,상도1동,NaN
서라벌중학교,서울 강북구 삼양로155길 37-9,37.6561475,127.0125741,우이동,11305645
서문여자중학교,서울 서초구 동광로12길 84,37.4864048,126.982983,방배4동,11650621
서연중학교,서울 서대문구 연희로11마길 9-6,37.5689415,126.9272179,연희동,11410615
서운중학교,서울 서초구 서운로 115,37.49373535,127.0247519,서초2동,11650520
서울대학교 사범대학 부설여자중학교,서울 종로구 대학로 64,37.5779259,127.0040863,이화동,11110640
서울대학교사범대학 부설중학교,서울 성북구 월곡로 36,37.6006216,127.040688,월곡2동,11290725
서울문영여자중학교,서울 관악구 관악로 85,37.47382085,126.9512214,청룡동,11620595
서울성수중학교,서울 성동구 서울숲길 18,37.54797,127.0413,성수1가2동,11200660
서울여자중학교,서울 마포구 백범로25길 34,37.5472923,126.9472142,염리동,11440610
서울용곡중학교,서울 광진구 용마산로22길 76,37.5636661,127.0882127,중곡4동,11215770
서울체육중학교,서울 송파구 강동대로 232,37.5287657,127.1092124,풍납2동,11710520
서일중학교,서울 서초구 서운로21길 2,37.4979993,127.0217642,서초4동,11650531
서초중학교,서울 서초구 반포대로13길 48,37.4852894,127.008092,서초3동,11650530
석관중학교,서울 성북구 한천로 526,37.6218796,127.0518597,장위3동,11290780
석촌중학교,서울 송파구 송이로15길 13,37.50061,127.1225448,가락본동,11710620
선덕중학교,서울 도봉구 시루봉로 53,37.6603818,127.0277016,방학3동,11320710
선린중학교,서울 용산구 원효로97길 33-4,37.54250185,126.9672188,청파동,11170555
선유중학교,서울 영등포구 선유로 213,37.5395612,126.9005899,당산2동,11560560
선일여자중학교,서울 은평구 갈현로29길 27,37.6206661,126.9128169,갈현2동,11380552
선정중학교,서울 은평구 서오릉로20길 19,37.6167464,126.9093757,갈현2동,11380552
선화예술중학교,서울 광진구 천호대로 664,37.5534728,127.0884141,능동,11215780
성남중학교,서울 동작구 대방동길 74,37.5054479,126.9262267,대방동,11590660
성내중학교,서울 강동구 성안로7길 36,37.5283133,127.1286587,성내1동,11740640
성덕여자중학교,서울 강동구 구천면로 396,37.5446913,127.1134486,천호2동,11740610
성보중학교,서울 관악구 남부순환로156길 39,37.48017385,126.9200321,미성동,11620765
성사중학교,서울 마포구 모래내로9길 16,37.568439,126.9118364,성산2동,11440730
성산중학교,서울 마포구 성지1길 32-13,37.5479899,126.9153211,합정동,11440680
성서중학교,서울 마포구 성산로4길 42,37.5634282,126.9091096,성산1동,11440720
성신여자중학교,서울 성북구 북악산로 918,37.5976448,127.0219412,돈암1동,11290580
성심여자중학교,서울 용산구 원효로19길 49,37.533579,126.9572136,원효로2동,11170570
성암여자중학교,서울 강북구 도봉로29길 52,37.6201275,127.0249754,송천동,11305555
성원중학교,서울 성동구 성덕정9가길 13,37.5390567,127.0512473,성수2가1동,11200670
성일중학교,서울 동대문구 왕산로23길 55,37.5806519,127.0345217,제기동,11230545
성재중학교,서울 강서구 허준로 36,37.5693731,126.8457544,가양1동,11500603
세곡중학교,서울 강남구 자곡로 81,37.4694739,127.0917658,세곡동,11680700
세륜중학교,서울 송파구 양재대로72길 41,37.5078151,127.1318179,오금동,11710570
세일중학교,서울 금천구 시흥대로147길 34,37.4744202,126.8957082,독산1동,11545610
세화여자중학교,서울 서초구 신반포로 56-7,37.5001425,126.985354,반포본동,11650550
솔샘중학교,서울 강북구 인수봉로 39,37.62373465,127.012254,삼양동,11305534
송곡여자중학교,서울 중랑구 양원역로 67,37.6098733,127.1068556,망우본동,11260655
송례중학교,서울 송파구 위례순환로 429,37.4775523,127.1398082,위례동,11710647
송정중학교,서울 강서구 남부순환로 121,37.5536714,126.8154006,공항동,11500620
송파중학교,서울 송파구 동남로 203,37.5169852,127.1438592,오륜동,11710566
수락중학교,서울 노원구 동일로 1729,37.6175709,127.075671,공릉1동,11350595
수명중학교,서울 강서구 수명로2길 16,37.5484478,126.823866,발산1동,11500611
수서중학교,서울 강남구 광평로59길 57,37.4907384,127.103905,수서동,11680750
수송중학교,서울 강북구 한천로122길 21,37.636363,127.0340067,번1동,11305595
수유중학교,서울 강북구 인수봉로37길 40,37.6316182,127.0128254,수유1동,11305615
숙명여자중학교,서울 강남구 남부순환로 2807,37.4979579,127.0846934,개포3동,11680675
숭곡중학교,서울 성북구 종암로 208,37.60722,127.03095,월곡1동,11290715
숭문중학교,서울 마포구 숭문길 99,37.5466859,126.9453649,염리동,11440610
숭실중학교,서울 은평구 은평터널로7길 6,37.5924705,126.9039464,신사2동,11380632
숭의여자중학교,서울 동작구 여의대방로36길 79,37.5077372,126.9287846,대방동,11590660
숭인중학교,서울 동대문구 천호대로47길 34,37.5744572,127.0438514,답십리1동,11230600
시흥중학교,서울 금천구 시흥대로38길 60,37.4460932,126.9057544,시흥3동,11545690
신관중학교,서울 관악구 신림로48길 17-16,37.4788751,126.9338796,서원동,11620645
신광여자중학교,서울 용산구 청파로 263,37.5315648,126.9546494,이촌2동,11170640
신구중학교,서울 강남구 압구정로36길 17,37.5264475,127.0315016,압구정동,11680545
신길중학교,서울 영등포구 신길로28길 43,37.5025521,126.9117251,신길6동,11560680
신남중학교,서울 양천구 중앙로29길 109,37.5205316,126.8479004,신월2동,11470570
신도림중학교,서울 구로구 경인로63길 74,37.5090987,126.8849794,신도림동,11530510
신도봉중학교,서울 도봉구 도봉로115길 16,37.6486418,127.0328447,쌍문3동,11320680
신도중학교,서울 은평구 진관1로 77-30,37.63287765,126.9307957,진관동,11380690
신동중학교,서울 서초구 나루터로 27,37.5150268,127.0162589,잠원동,11650540
신림중학교,서울 관악구 신림로 40,37.47050565,126.9448315,서림동,11620665
신명중학교,서울 강동구 명일로24길 25,37.5427451,127.1484227,길동,11740685
신목중학교,서울 양천구 목동중앙로 88,37.53632905,126.8727678,목5동,11470550
신반포중학교,서울 서초구 신반포로19길 26,37.5046596,126.9975749,반포2동,11650570
신방학중학교,서울 도봉구 시루봉로 156,37.6603818,127.0277016,방학3동,11320710
신사중학교,서울 강남구 압구정로 123,37.5219841,127.0183177,신사동,11680510
신상중학교,서울 노원구 동일로216길 42,37.6526372,127.0666233,상계6.7동,11350695
신서중학교,서울 양천구 중앙로 206,37.5197122,126.8531251,신정1동,11470620
신수중학교,서울 마포구 신수로 49,37.5511039,126.9371345,대흥동,11440600
신암중학교,서울 강동구 고덕로 65,37.5547286,127.1364591,암사1동,11740570
신양중학교,서울 광진구 자양강변길 73,37.5284924,127.0779421,자양2동,11215830
신연중학교,서울 서대문구 모래내로 408,37.5826953,126.9373765,연희동,11410615
신원중학교,서울 양천구 가로공원로55길 19,37.5363766,126.8246379,신월3동,11470580
신월중학교,서울 양천구 남부순환로29길 25,37.5402018,126.8282191,신월5동,11470600
신일중학교,서울 강북구 솔매로49길 20,37.6283087,127.0261751,미아동,11305535
신정여자중학교,서울 강서구 등촌로13아길 20,37.5375029,126.8568158,화곡4동,11500570
신창중학교,서울 노원구 월계로45길 92,37.6265215,127.0511864,월계2동,11350570
신천중학교,서울 송파구 백제고분로 11,37.51585765,127.0784644,잠실2동,11710670
신현중학교,서울 중랑구 봉화산로 162,37.6023302,127.0843594,중화1동,11260600
신화중학교,서울 양천구 남부순환로29길 35,37.5403688,126.8300439,신월5동,11470600
쏘카존 공항중학교,서울 강서구 방화대로 241,37.5490159,126.8165055,발산1동,11500611
쏘카존 난우중학교,서울 관악구 난곡로16길 32,37.4667023,126.9227174,난곡동,11620775
아주중학교,서울 송파구 올림픽로4길 69,37.5068569,127.0746595,잠실7동,11710720
아현중학교,서울 마포구 마포대로 247,37.5557646,126.95708,아현동,11440555
아현중학교부설방송통신중학교,서울 마포구 마포대로 247,37.5557646,126.95708,아현동,11440555
안천중학교,서울 금천구 한내로 69-44,37.4566582,126.8875494,독산1동,11545610
압구정중학교,서울 강남구 압구정로 225,37.5219841,127.0183177,신사동,11680510
양강중학교,서울 양천구 중앙로 319,37.5197122,126.8531251,신정1동,11470620
양동중학교,서울 양천구 목동중앙북로 49,37.5477969,126.8697525,목3동,11470530
양서중학교,서울 양천구 남부순환로 380,37.5164721,126.8397705,신월6동,11470610
양정중학교,서울 양천구 안양천로 1039,37.5338001,126.8861003,목5동,11470550
양진중학교,서울 광진구 워커힐로 32,37.54326,127.09533,광장동,11215810
양천중학교,서울 양천구 지양로7길 32,37.5210351,126.8333205,신월7동,11470611
양화중학교,서울 영등포구 당산로 56,37.5280028,126.8972286,당산2동,11560560
언남중학교,서울 서초구 동산로 55,37.4724627,127.0468244,양재2동,11650652
언북중학교,서울 강남구 도산대로38길 27,37.5195717,127.0324124,논현2동,11680531
언주중학교,서울 강남구 선릉로116길 57,37.5130499,127.045516,삼성2동,11680590
여의도중학교,서울 영등포구 국제금융로7길 46,37.5248101,126.9352732,여의동,11560540
역삼중학교,서울 강남구 도곡로43길 10,37.4960586,127.046966,역삼2동,11680650
연북중학교,서울 서대문구 연희로36길 32,37.5780913,126.9375657,연희동,11410615
연서중학교,서울 은평구 증산서길 125-6,37.5791983,126.901475,증산동,11380640
연신중학교,서울 은평구 연서로33길 16-32,37.6229966,126.9242192,불광2동,11380530
연천중학교,서울 은평구 연서로41길 30,37.626915,126.9252616,불광2동,11380530
연희중학교,서울 서대문구 증가로 170,37.5705757,126.9305063,연희동,11410615
염경중학교,서울 강서구 양천로69길 35,37.5548311,126.8720968,염창동,11500510
염광중학교,서울 노원구 월계로45가길 9,37.6298221,127.050926,월계2동,11350570
염창중학교,서울 강서구 양천로67가길 83,37.5543366,126.8697005,염창동,11500510
영남중학교,서울 영등포구 대림로31나길 17,37.4968798,126.8959318,대림3동,11560720
영도중학교,서울 양천구 목동중앙남로 27,37.53682595,126.866562,목4동,11470540
영동중학교,서울 서초구 성촌길 14,37.4670192,127.0206233,양재1동,11650651
영등포중학교,서울 동작구 등용로8길 5,37.5080291,126.9329806,대방동,11590660
영락중학교,서울 은평구 백련산로 134-6,37.5863936,126.9226018,응암3동,11380600
영란여자중학교,서울 중랑구 망우로73길 56,37.601453,127.1040252,망우본동,11260655
영림중학교,서울 구로구 가마산로27길 17,37.500023,126.8896603,구로5동,11530560
영서중학교,서울 구로구 도림로20길 35,37.4887813,126.8930896,구로3동,11530540
영원중학교,서울 영등포구 영등포로62길 31,0,0,영등포본동,11560515
영파여자중학교,서울 송파구 올림픽로 565,37.5107105,127.0709259,잠실2동,11710670
영훈국제중학교,서울 강북구 도봉로13가길 19,37.6147398,127.0293074,송천동,11305555
예일여자중학교,서울 은평구 연서로 117,37.6411462,126.9377275,진관동,11380690
오금중학교,서울 송파구 오금로35길 20,37.5047296,127.1273513,오금동,11710570
오남중학교,서울 구로구 오리로9길 25,37.48676195,126.8359393,오류2동,11530780
오류중학교,서울 구로구 고척로27바길 19,37.5073961,126.8474957,고척2동,11530730
오륜중학교,서울 송파구 양재대로 1242,37.5001856,127.1185973,가락본동,11710620
오산중학교,서울 용산구 보광로7길 17,37.52526,126.9983669,보광동,11170700
