매장명,주소
백양체육공원,부북구 구포동 1242-3
하얀마음어린이공원,부북구 덕천로276번길 60
대천천수변어린이공원,부북구 양달로 80-11
개나리공원,부북구 만덕3로48번다길 21
함박어린이공원,부북구 은행나무로36번길 17
금곡근린공원,부북구 효열로 158
수정근린공원,부북구 화명동 2321
거북어린이공원,부북구 낙동북로648번길 11
한마음어린이공원,부북구 만덕동 922-2
용당어린이공원,부북구 화명동 2301-1
명진근린공원,부북구 화명동 2260
양달쌈지공원,부북구 화명동 187-1
덕천휴근린공원,부북구 덕천동 807
시랑어린이공원,부북구 팽나무로8번길 69
덕천소공원,부북구 덕천동 358-6
백운어린이공원,부북구 만덕동 863-2
동심초어린이공원,부북구 만덕동 925-2
음정어린이공원,부북구 구포동 1200
쉼터어린이공원,부북구 덕천동 809-2
구포생태공원,부북구 구포동 1250-18
동심공원,부북구 덕천로 320
공창어린이공원,부북구 금곡동 92-1
화정근린공원,부북구 금곡대로 166
하늘어린이공원,부북구 함박봉로140번길 21
풀소리어린이공원,부북구 만덕동 960-4
우신자연어린이공원,부북구 화명동 1426-2
강변둥지어린이공원,부북구 화명동 188-2
기비골어린이공원,부북구 만덕대로155번길 86-9
파란마음어린이공원,부북구 만덕동 956-1
덕천어린이공원,부북구 덕천동 811-1
금빛어린이공원,부북구 금곡동 53-2
열린어린이공원,부북구 금곡동 1112-1
율리어린이공원,부북구 금곡동 1116-1
민주어린이공원,부북구 금곡동 1115
와석소공원,부북구 화명동 1417-12
신덕어린이공원,부북구 만덕동 943-3
솔내음어린이공원,부북구 화명동 2329
거북소공원,부북구 구포동 882-30
행복어린이공원,부북구 금곡동 810-2
우리어린이공원,부북구 금곡대로616번길 10-9
새싹어린이공원,부북구 화명동 2320
건강어린이공원,부북구 효열로220번길 23
백포어린이공원,부북구 화명동 2263
꿈나래어린이공원,부북구 덕천동 805
긴미끄럼틀쌈지공원,부북구 화명동 314
그린꽃님어린이공원,부북구 산성로 88
의성1소공원,부북구 덕천동 360-17
상학소공원,부북구 만덕동 961-1
희망어린이공원,부북구 화명동 2311
남산정공원,부북구 덕천동
견우어린이공원,부북구 화명동 731
한빛어린이공원,부북구 만덕1로 25-12
대리마을 쌈지공원,부북구 구포동 627-6
포천어린이공원,부북구 구포동 1230-4
새소리어린이공원,부북구 만덕동 960-6
미래어린이공원,부북구 금곡동 811-2
의성2소공원,부북구 덕천동 376-8
사랑어린이공원,부북구 금곡동 1107
솔어린이공원,부북구 금곡동 97-2
덕내어린이공원,부북구 덕천동 342-6
직녀어린이공원,부북구 화명동 750-1
꿈꾸는어린이공원,부북구 덕천로 72
양달숲근린공원,부북구 화명동 187
물소리어린이공원,부북구 만덕동 959-13
솔내음공원,부북구 금곡대로 166
구삼어린이공원,부북구 구포동 1260-19
물샘어린이공원,부북구 만덕동 812
상계소공원,부북구 만덕동 961-4
그린달님어린이공원,부북구 화명동 306
평화공원,부남구 대연동 706-5
이기대공원,부남구 이기대공원로 105-20
오륙도해맞이소공원,부남구 용호동 950
백운포체육공원,부남구 용호동 895-3
용호별빛공원,부남구 용호동 5-5
우암동도시숲,부남구 우암동 12
재한유엔기념공원 상징구역,부남구 유엔평화로 93
UN조각공원,부남구 유엔평화로 93
남부환경체육공원,부남구 용호3동 29
무제등소공원,부남구 용당동 24-2
문현혁신도시문화공원A,부남구 문현동 1227-1
우룡산공원,부남구 대연동 1619-608
대연혁신도시문화공원,부남구 대연동 1864
늘봄어린이공원,부남구 대연동 943-1
문현어린이공원,부남구 문현동 136-8
이기대 자연마당,부남구 용호동 197
중앙약수터체육공원,부남구 대연동 54-36
연포하늘공원,부남구 대연동 1584-14
솔밭어린이공원,부남구 용호동 409-5
문현혁신도시문화공원B,부남구 문현동 1228-6
당곡공원,부남구 대연동 204-2
개나리어린이공원,부남구 문현동
대연혁신도시어린이공원,부남구 수영로 345
용소마을쌈지공원,부남구 유엔평화로47번길 153-10
가로공원,부남구 용호동 176-9
대일어린이공원,부남구 대연동 1727-1
대연공원,부남구 대연동 100-1
못골어린이공원,부남구 대연동 1475-2
광선대,부남구 문현동 1099-3
통일동산어린이공원,부남구 문현동
문현교통광장,부남구 수영로 8
대연6구역소공원,부남구 대연동 1898
대연2구역어린이공원,부남구 수영로 135
감만당집마루소공원,부남구 무민사로33번길 11-15
대연6구역어린이공원2,부남구 대연동 1896
용삼어린이공원,부남구 용호동 367-15
냉수욕터 체육공원,부남구 대연동 54-37
대연6구역어린이공원1,부남구 대연동 1892
용호공원,부남구 용호동 176-21
암남공원,부서구 암남동 193-4
대신공원,부서구 서대신동3가 2-1
구덕문화공원,부서구 꽃마을로163번길 73
천마산조각공원,부서구 천마산로209번길 94
송도오션파크,부서구 송도해변로 36
송림공원,부서구 암남동 124-1
남항체육공원,부서구 남부민동 710
부산국가지질공원 송도반도,부서구 암남동 135-5
두도공원,부서구 암남동
부산생활체육공원,부서구 망양로 57
암남공원,부서구 암남동 173-1
대신공원 산책로,부서구 대신공원로 34-91
닥밭골 방재공원 2호,부서구 망양로 202-6
친수공원,부동구 초량동 1185-1
부산진성공원,부동구 자성로 99
중앙공원,부동구 초량동 63-5
수정산가족체육공원,부동구 수정공원로 63-1
증산공원,부동구 성북로36번길 46
범일동산 산림공원,부동구 범일동 1488-20
좌천범일어린이공원,부동구 성남일로 5
중앙공원,부동구 수정동 721-1
수정산 배수지,부동구 홍곡중로38번길 16
이바구공원,부동구 영초길191번길 10-5
좌천더숲어린이공원,부동구 좌천동 745-4
범일배수지공원,부동구 성북로36번길 46
수정가로공원,부동구 수정동 229-2
고지대그린테마공원,부동구 수정동 771-1
수정동 우리동네 방재공원,부동구 수정동 969-194
초량1동 소규모마을공원,부동구 초량동 994-38
엠탐PC토랑 명지점,부강서구 명지오션시티4로 70
웰하이여성아동병원,부강서구 명지오션시티4로 95
우방아이유쉘어린이집,부강서구 화전산단4로 74
옥스PC방,부금정구 금강로 271-5
어쌔신 PC클럽,부금정구 금강로 379
공립구서어린이집,부금정구 금강로 503
푸른숲요양병원,부금정구 금강로 592
의료법인 해림의료재단 부산금사요양병원,부금정구 반송로 470
(주)베스파레포츠,부금정구 부곡로 87
젠PC방,부금정구 서동로176번길 9
영재타운어린이집,부금정구 식물원로 82
단골병원,부금정구 중앙대로 1829
삼한골든뷰,부금정구 중앙대로 1967
화창한병원,부금정구 중앙대로1685번길 12
하서요양원,부기장군 정관읍 구연3로 11
(재)한호기독선교회 정관일신기독병원,부기장군 정관읍 정관6로 31
큐엠시네마타워,부기장군 정관읍 정관6로 39
올레PC,부기장군 정관읍 정관로 575-3
아이엔젤 산후조리원,부기장군 정관읍 정관로 601
아이앤젤 여성의원,부기장군 정관읍 정관로 601
㈜히어로플레이파크,부기장군 정관읍 정관중앙로 45
피플PC방,부남구 동명로 137
옥스PC 못골점,부남구 못골로41번길 6
 HF보금자리어린이집,부남구 문현금융로 40
BIFC어린이집,부남구 문현금융로 40
메인즈PC,부남구 수영로 274-16
새로생긴pc방,부남구 수영로 286
3POP PC CAFE 경성대점,부남구 수영로 300
업타운PC,부남구 수영로 31
21센츄리오피스텔,부남구 수영로 312
PC COOK,부남구 수영로 33
Pc.Cook,부남구 수영로 33
지하철 경성대,부남구 수영로 지하 324
부경대학교어린이집,부남구 용소로 45
코지PC,부남구 용소로13번길 13
아이파크PC방 CS점,부남구 용소로8번길 10
OX PC 용호동점,부남구 용호로 64
스푼PC방,부남구 우암로 148
교보리얼코㈜부산진구점,부동구 중앙대로 176
의료법인서강의료재단 서강병원,부동구 중앙대로 514
BRB PC방,부동래구 명륜로 125
스페셜 PC방,부동래구 반송로273번길 7
3POP PC방,부동래구 사직북로 4
새힘병원,부동래구 아시아드대로 261
더락PC카페,부동래구 안남로 108
더락PC카페 ,부동래구 안남로 108
참요양병원,부부산진구 가야대로 451
부산큰병원,부부산진구 가야대로 494
에덴어린이병원,부부산진구 가야대로 649
휴병원,부부산진구 가야대로 713
연세척병원,부부산진구 가야대로 715
(의)브니엘의료재단 온종합병원,부부산진구 가야대로 721
부산백병원장례식장,부부산진구 개금동 633-165
(의)영님의료재단 개금중앙요양병원,부부산진구 개금온정로 5
국제백양상가,부부산진구 백양관문로 104-1
보현어린이집,부부산진구 백양관문로77번길 140
개금길요양병원,부부산진구 백양대로 252
부산 범일 로얄팰리스 2차,부부산진구 범일로 176
부산제2항운병원,부부산진구 범일로 186
부산진구사회복지관어린이집 ,부부산진구 복지로 117-12
PC토랑 개금점,부부산진구 복지로13번길 49
 의료법인 청십자의료재단 행복한요양병원,부부산진구 봉수로 18
굿모닝성모안과의원,부부산진구 새싹로 2
TOP PC SEASON 2,부부산진구 새싹로 208
서면시장,부부산진구 서면로 56
하늘성형외과의원,부부산진구 서면로 62-1
유원골든타워 오피스텔,부부산진구 서면문화로 27
MEGA 3POP 부산본점,부부산진구 서전로10번길 61
3POP PC,부부산진구 서전로10번길 61
자드PC방,부부산진구 신천대로50번길 68
꿈꾸는 PC n COOK,부부산진구 신천대로62번길 77
엔쿡 피시방 서면본점,부부산진구 신천대로62번길 77
동의의료원 (동의병원,부부산진구 양정로 62
PC토랑 부산양정점,부부산진구 양지로 6-1
시민장례식장,부부산진구 자유평화로 31
부산평화시장,부부산진구 자유평화로3번길 14-18
에듀윌부산학원,부부산진구 전포대로199번길 19
춘해병원,부부산진구 중앙대로 605
메타한방병원,부부산진구 중앙대로 653
삼정타워,부부산진구 중앙대로 672
삼정타워 서면점 챔피언 어린이놀이시설,부부산진구 중앙대로 672
로떼PC카페,부부산진구 중앙대로 694
부산 파이낸스 센터,부부산진구 중앙대로 708
청맥병원,부부산진구 중앙대로 716-1
리오라여성의원,부부산진구 중앙대로 736
OX PC방 양정점,부부산진구 중앙대로 900
PC쿠치나,부부산진구 중앙대로 902
제스트PC,부부산진구 중앙대로691번길 46
아이린PC&플스,부부산진구 중앙대로691번길 5
부산여자대학교 다촌문화관,부부산진구 진남로 506
크라우드pc 부산화명점,부북구 금곡대로303번길 22
어쌔신 PC 화명점,부북구 금곡대로303번길 25
체담한방병원,부북구 만덕대로 23
서울우리요양병원,부북구 화명대로 42
앤유pc 화명점,부북구 화명신도시로 127
피플PC방,부사상구 가야대로 370
다누림어린이집,부사상구 가야대로196번길 51
우주PC방,부사상구 광장로 62
욜로PC방,부사상구 낙동대로 786
아름스파,부사상구 대동로 304
삼인요양병원,부사상구 대동로 95
학장성심요양병원,부사상구 대동로159번길 9
우리병원,부사상구 사상로 237
하드캐리피씨방,부사상구 엄궁북로 6
사상스마트병원,부사상구 학감대로 269
의료법인 길정의료재단 길정병원,부사상구 학감대로39번길 120
이삭어린이집,부사하구 괴정로246번길 11
미래여성산후조리원,부사하구 낙동남로 1388
뉴본여성의원,부사하구 낙동대로 234
당리하이스트 학원,부사하구 낙동대로 412
서호하단병원,부사하구 낙동대로 446
긱스타 PC방 동아대점,부사하구 낙동대로 548
오엑스 피시 동아대점,부사하구 낙동대로 551
아이앤락 PC,부사하구 동매로 21
제노스PC,부사하구 신산로 187
휴PC,부사하구 신산로 195
탑클래스PC방,부사하구 제석로 99
더몽 PC 신평점,부사하구 하신중앙로 176
아이파크 PC,부수영구 감포로 106
아이파크 PC방 우동점,부수영구 감포로 106
박원욱병원,부수영구 광안로 4
광안참사랑요양병원,부수영구 광안해변로 235
광안정다운요양병원,부수영구 광안해변로 292
OX PC 광안동점,부수영구 광일로 22
피에스타PC 부산광안점,부수영구 광일로 40
수영SK뷰어린이집,부수영구 망미배산로 56
수영효도요양원,부수영구 민락본동로 14-3
가나안요양병원,부수영구 수영로 563-1
센텀해인요양병원,부수영구 수영로 671
의료법인 센텀의료재단 부산센텀병원,부수영구 수영로 677
센텀사랑의병원,부수영구 수영로 733
아이팩토리 PC,부수영구 수영로606번길 8
REVEL PC방,부수영구 수영로705번길 14
오엑스피시 수영교차로점,부수영구 연수로 386
엑슬루타워상가,부수영구 황령대로473번길 15
이진용맘병원,부연제구 거제대로 295
대성학원,부연제구 거제대로252번길 20
자드PC,부연제구 거제천로 94
한빛병원,부연제구 과정로 140
아이사랑병원,부연제구 반송로 28-1
더샵파크시티어린이집,부연제구 안연로 33
정한방병원,부연제구 월드컵대로 125
아시아드요양병원,부연제구 월드컵대로 161
이마트 트레이더스 연산점 챔피언 더 블랙벨트,부연제구 좌수영로 241
금송요양병원,부연제구 중앙대로 1078
동래나눔과행복병원,부연제구 중앙대로 1239
리코스타 PC CAFE,부중구 광복로 50
센텀이루다 요양병원,부해운대구 APEC로 17
엘시티 더몰,부해운대구 달맞이길 30
해운대 한빛요양병원,부해운대구 반여로 156
새로생긴PC방 반여점,부해운대구 선수촌로 109-1
화목데파트 상가,부해운대구 세실로 64
화목데파트 상가,부해운대구 세실로 64
해운대푸른어린이집,부해운대구 세실로 7
부산러닝어학학원,부해운대구 센텀2로 24
해운대폴리어학원,부해운대구 센텀2로 29
시크릿쥬쥬&또봇 센텀점,부해운대구 센텀동로 6
YMCA 어린이집,부해운대구 아랫반송로1번길 15
해운대새싹어린이집,부해운대구 우동3로 67
OX PC장산점,부해운대구 재반로 213
아테나PC좌동점,부해운대구 좌동로 89
우정요양병원,부해운대구 좌동순환로 247
성문입시학원,부해운대구 좌동순환로 310
해운대성심요양병원,부해운대구 좌동순환로 462
해운대나눔과행복병원,부해운대구 좌동순환로 502
위브마음어린이집,부해운대구 좌동순환로433번길 30
피시테그,부해운대구 중동1로 30
밝은마음병원,부해운대구 해운대로 575
퀸즈힐산후조리원,부해운대구 해운대로 794
퀸즈파크여성병원,부해운대구 해운대로 794
챔피언 해운대점 (주 플레이타임그룹),부해운대구 해운대해변로 140
긱스타 PC카페,서울 동대문구 경희대로1길 8-6
