facility_nm,mng_agency_nm,gugun,reference_date,lat,lng,instt_code,last_load_dttm
다대포어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.05867068,128.9673795,,2023-07-01 5:30
다보네가구,부산광역시 남구청,부산광역시 남구,2023-01-16,129.1134178,35.10826427,,2023-07-01 5:30
다사랑어린이집,부산광역시 부산진구청,부산진구,2023-01-11,35.1676153,129.0336483,,2023-07-01 5:30
다사랑요양병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.20913783,129.0407461,,2023-07-01 5:30
다솔 어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.17076,129.177073,,2023-07-01 5:30
다솜어린이집,부산광역시 영도구청,부산광역시 영도구,2022-12-31,35.07599781,129.0655237,,2023-07-01 5:30
다송어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.06376481,128.9818016,,2023-07-01 5:30
다시봄요양병원,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.165689,129.134636,,2023-07-01 5:30
다온요양병원,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.14601118,129.1069088,,2023-07-01 5:30
다을 어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.162699,129.157357,,2023-07-01 5:30
다인 로얄팰리스,부산광역시 부산진구청,부산진구,2023-01-11,35.1496586,129.0582975,,2023-07-01 5:30
다인요양원,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3434227,129.2768166,,2023-07-01 5:30
다정한어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.06274344,128.985473,,2023-07-01 5:30
단골병원,,,,"부산 금정구 중앙대로 1829 5~10,14층",,,
달맞이요양병원,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.168903,129.129747,,2023-07-01 5:30
당리하이스트 학원,,,,부산 사하구 낙동대로 412,,,
대동병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20472496,129.0802727,,2023-07-01 5:30
대동병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20472496,129.0802727,,2023-07-01 5:30
대림아크로텔,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.163185,129.177824,,2023-07-01 5:30
대림찜질사우나,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0704996,35.13621609,,2023-07-01 5:30
대붕빌딩,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20136967,129.0835337,,2023-07-01 5:30
대성학원,,,,부산 연제구 거제대로252번길 20,,,
대신시장,부산광역시 서구청,부산광역시 서구,2022-12-31,35.1103293,129.0197017,,2023-07-01 5:30
대신증권(주) 동래사옥,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20206448,129.0824448,,2023-07-01 5:30
대양어린이집,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18836804,129.1058477,,2023-07-01 5:30
대연성모병원,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0986505,35.14803344,,2023-07-01 5:30
대연어린이집,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0894125,35.12189544,,2023-07-01 5:30
대영스포렉스,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.189918,129.1068789,,2023-07-01 5:30
대영시네마타운 건물 AJ주차장 비프광장점,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09860504,129.0294697,,2023-07-01 5:30
대영온천,부산광역시 남구청,부산광역시 남구,2023-01-16,129.1067896,35.13802595,,2023-07-01 5:30
대우월드마크센텀 (상가관리단),부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.169742,129.17446,,2023-07-01 5:30
대지어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.09070593,128.9996829,,2023-07-01 5:30
대청어린이집,부산광역시 중구청,부산광역시 중구,2022-12-31,35.1103331,129.0293761,,2023-07-01 5:30
대하가족 건강랜드,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.164511,129.162399,,2023-07-01 5:30
대한예수교장로회수영로교회,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.168285,129.14036,,2023-07-01 5:30
대한예수교장로회수영로교회 교육관,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.168291,129.177791,,2023-07-01 5:30
대한예수교장로회오산교회,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.220508,129.151124,,2023-07-01 5:30
대한통운빌딩(예광빌딩),부산광역시 동구청,부산광역시 동구,2021-01-21,35.113045,129.039126,,2023-07-01 5:30
더락PC카페,,,,부산 동래구 안남로 108,,,
더락PC카페 ,,,,부산 동래구 안남로 108,,,
더락PC카페 덕천점,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21066138,129.0084802,,2023-07-01 5:30
더몽 PC 신평점,,,,부산 사하구 하신중앙로 176 6층,,,
더몽PC사상역점,,,,부산 사상구 사상로202번길 16,,,
더미즈웰산부인과,부산광역시 북구청,부산광역시 북구,2022-12-31,35.23362967,129.0139899,,2023-07-01 5:30
더블루 오피스텔,부산광역시 부산진구청,부산진구,2023-01-11,35.1517723,129.0636631,,2023-07-01 5:30
더블루2,부산광역시 부산진구청,부산진구,2023-01-11,35.1547108,129.0639316,,2023-07-01 5:30
더샵센트럴스퀘어,부산광역시 부산진구청,부산진구,2023-01-11,35.1514547,129.0611259,,2023-07-01 5:30
더샵파크시티어린이집,,,,부산 연제구 안연로 33 더샵파크시티아파트 106동,,,
더웰타워,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18522302,129.0818368,,2023-07-01 5:30
덕양어린이집,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21019649,129.0225538,,2023-07-01 5:30
덕천3동 공영주차장,부산광역시 북구청,부산광역시 북구,2022-12-31,35.2105403,129.0181319,,2023-07-01 5:30
덕천역(2호선),부산광역시 북구청,부산광역시 북구,2022-12-31,35.21054366,129.0053842,,2023-07-01 5:30
덕천역(3호선),부산광역시 북구청,부산광역시 북구,2022-12-31,35.21054366,129.0053842,,2023-07-01 5:30
덕천요양병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21118163,129.005469,,2023-07-01 5:30
덕천지하상가 태아쇼핑,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21119962,129.0096762,,2023-07-01 5:30
덕천지하주차장,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21054366,129.0053842,,2023-07-01 5:30
덕포지하철역,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.17395226,128.9839685,,2023-07-01 5:30
도산어린이집,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.16143495,129.1205091,,2023-07-01 5:30
동구청,부산광역시 동구청,부산광역시 동구,2021-01-21,35.129396,129.045434,,2023-07-01 5:30
동남권원자력의학원,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3214832,129.243613,,2023-07-01 5:30
동남권원자력의학원,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3214832,129.243613,,2023-07-01 5:30
동남권원자력의학원,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3214832,129.243613,,2023-07-01 5:30
동래 SK뷰 3차 어린이집,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.21640198,129.0798125,,2023-07-01 5:30
동래나눔과행복병원,,,,부산 연제구 중앙대로 1239,,,
동래노인요양원,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.231712,129.076109,,2023-07-01 5:30
동래병원,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.294557,129.111873,,2023-07-01 5:30
동래봉생병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19691163,129.0961136,,2023-07-01 5:30
동래성모병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20326558,129.0801765,,2023-07-01 5:30
동래시장,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20380888,129.0859383,,2023-07-01 5:30
동래아동병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19704569,129.1002114,,2023-07-01 5:30
동래역,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20367126,129.0872104,,2023-07-01 5:30
동래우리들병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19993746,129.090444,,2023-07-01 5:30
동백 어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.194625,129.206906,,2023-07-01 5:30
동백섬마리나 클럽하우스,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.185508,129.125383,,2023-07-01 5:30
동백어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.05025013,128.965285,,2023-07-01 5:30
동백역,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.16919,129.174625,,2023-07-01 5:30
동부산우체국,부산광역시 동구청,부산광역시 동구,2021-01-21,35.138261,129.062325,,2023-07-01 5:30
동산병원 장례식장,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.10080887,128.9933351,,2023-07-01 5:30
동산어린이집,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.17086066,129.1129982,,2023-07-01 5:30
동산요양병원,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.05780359,128.9709759,,2023-07-01 5:30
동삼중앙어린이집,부산광역시 영도구청,부산광역시 영도구,2022-12-31,35.07939202,129.0684123,,2023-07-01 5:30
동성럭키어린이집,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.14636276,129.003731,,2023-07-01 5:30
동성어린이집,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.257328,129.0906,,2023-07-01 5:30
동성큰사랑어린이집,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.14779672,129.1097754,,2023-07-01 5:30
동아대학교 대신요양병원,부산광역시 서구청,부산광역시 서구,2022-12-31,35.12099471,129.017549,,2023-07-01 5:30
동아대학교병원,부산광역시 서구청,부산광역시 서구,2022-12-31,35.12050997,129.0187498,,2023-07-01 5:30
동아대학교병원장례식장,부산광역시 서구청,부산광역시 서구,2022-12-31,35.12050997,129.0187498,,2023-07-01 5:30
동아대학교석당박물관,부산광역시 서구청,부산광역시 서구,2022-12-31,35.10374099,129.0194146,,2023-07-01 5:30
동원역,부산광역시 북구청,부산광역시 북구,2022-12-31,35.259081,129.012797,,2023-07-01 5:30
동의대역,부산광역시 부산진구청,부산진구,2023-01-11,35.15353564,129.0327304,,2023-07-01 5:30
동의대학교부속동의어린이집,부산광역시 부산진구청,부산진구,2023-01-11,35.1459356,129.035277,,2023-07-01 5:30
동의의료원 (동의병원,,,,부산 부산진구 양정로 62,,,
동일타워,부산광역시 동구청,부산광역시 동구,2021-01-21,35.138705,129.063454,,2023-07-01 5:30
동일타워,부산광역시 동구청,부산광역시 동구,2021-01-21,35.138986,129.063733,,2023-07-01 5:30
동주대학부설어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.10420501,128.9979833,,2023-07-01 5:30
동천어린이집,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0821033,35.11756218,,2023-07-01 5:30
동해 어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.163393,129.159548,,2023-07-01 5:30
두실공영주차장,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.253059,129.089326,,2023-07-01 5:30
두실역(1호선),부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.256958,129.091381,,2023-07-01 5:30
라마다 앙코르 부산역,부산광역시 동구청,부산광역시 동구,2021-01-21,35.114309,129.040397,,2023-07-01 5:30
라마다 앙코르 해운대 호텔,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.165264,129.174906,,2023-07-01 5:30
라온제나어린이집,부산광역시 강서구청,강서구,2022-12-22,35.09056,128.85331,,2023-07-01 5:30
라파요양병원,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.10587267,128.9634843,,2023-07-01 5:30
래미안장전 어린이집,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.227721,129.087295,,2023-07-01 5:30
럭키동래쇼핑,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20984297,129.0744099,,2023-07-01 5:30
럭키랜드,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18169264,129.1034516,,2023-07-01 5:30
로뎀노인요양원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.20903845,129.0111949,,2023-07-01 5:30
로떼PC카페,,,,부산 부산진구 중앙대로 694 쥬디스태화본관 4층,,,
롯데갤러리움센텀,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.173552,129.182194,,2023-07-01 5:30
롯데마트,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09830894,129.0367048,,2023-07-01 5:30
롯데마트,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.1922105,129.2127824,,2023-07-01 5:30
롯데마트 금정점(실내주차장),부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.239022,129.091721,,2023-07-01 5:30
롯데마트 동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.21170859,129.0774768,,2023-07-01 5:30
롯데마트 동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.21170859,129.0774768,,2023-07-01 5:30
롯데마트 사하점,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.08478117,128.9723158,,2023-07-01 5:30
롯데마트실내주차장,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09830894,129.0367048,,2023-07-01 5:30
롯데몰 동부산점,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.2188193,129.2313695,,2023-07-01 5:30
롯데몰 동부산점,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.2188193,129.2313695,,2023-07-01 5:30
롯데백화점,부산광역시 부산진구청,부산진구,2023-01-11,35.1568526,129.0566466,,2023-07-01 5:30
롯데백화점 광복점,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09830894,129.0367048,,2023-07-01 5:30
롯데백화점 센텀시티점,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.167493,129.176772,,2023-07-01 5:30
롯데백화점 센텀시티점,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.227007,129.146949,,2023-07-01 5:30
롯데백화점광복점 실내주차장,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09830894,129.0367048,,2023-07-01 5:30
롯데부산면세점,부산광역시 부산진구청,부산진구,2023-01-11,35.1568526,129.0566466,,2023-07-01 5:30
롯데쇼핑(주)롯데마트사상점,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.12759834,128.9683583,,2023-07-01 5:30
롯데쇼핑㈜ 롯데마트사하점  실내주차장,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.08478117,128.9723158,,2023-07-01 5:30
롯데쇼핑㈜ 롯데키즈마트 부산점 (지하1층방재실),부산광역시 부산진구청,부산진구,2023-01-11,35.1631413,129.048528,,2023-07-01 5:30
롯데쇼핑㈜동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.21170859,129.0774768,,2023-07-01 5:30
롯데쇼핑㈜동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.21170859,129.0774768,,2023-07-01 5:30
롯데쇼핑㈜롯데마트 화명점(대규모점포),부산광역시 북구청,부산광역시 북구,2022-12-31,35.23516715,129.0130145,,2023-07-01 5:30
롯데쇼핑㈜롯데마트 화명점(실내주차장),부산광역시 북구청,부산광역시 북구,2022-12-31,35.23516715,129.0130145,,2023-07-01 5:30
롯데전문점 광복점,부산광역시 중구청,부산광역시 중구,2022-12-31,35.09830894,129.0367048,,2023-07-01 5:30
롯데캐미칼국제빌딩,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.16234619,129.0552558,,2023-07-01 5:30
르노삼성자동차 동래사업소,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19895864,129.0840178,,2023-07-01 5:30
리마크빌 대연,부산광역시 남구청,부산광역시 남구,2023-01-16,129.1015382,35.13756007,,2023-07-01 5:30
리오라여성의원,,,,"부산 부산진구 중앙대로 736 3, 6, 7층",,,
리치웰찜질방,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.15255969,129.1152619,,2023-07-01 5:30
리치웰휘트니스덕천스파(구.프라임),부산광역시 북구청,부산광역시 북구,2022-12-31,35.21150617,129.0072234,,2023-07-01 5:30
리코스타 PC CAFE,,,,부산 중구 광복로 50 5층,,,
리틀하버드어린이집,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3351643,129.1726745,,2023-07-01 5:30
리틀해오름어린이집,부산광역시 북구청,부산광역시 북구,2022-12-31,35.218499,129.038441,,2023-07-01 5:30
마린센타,부산광역시 중구청,부산광역시 중구,2022-12-31,35.11011648,129.0389058,,2023-07-01 5:30
마린파크,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.166108,129.132414,,2023-07-01 5:30
마미사랑산후조리원,,,,부산 연제구 반송로 28-1 태영메디컬빌딩 6~10층,,,
마미캠프산후조리원,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0878604,35.12562314,,2023-07-01 5:30
마야어린이집,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.214575,129.11847,,2023-07-01 5:30
마트월드,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.1413743,128.9705571,,2023-07-01 5:30
마트월드,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.1413743,128.9705571,,2023-07-01 5:30
만덕1어린이집,부산광역시 북구청,부산광역시 북구,2022-12-31,35.214067,129.037929,,2023-07-01 5:30
만덕도서관,부산광역시 북구청,부산광역시 북구,2022-12-31,35.206949,129.036683,,2023-07-01 5:30
만덕역,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21295684,129.0361508,,2023-07-01 5:30
만세365병원,부산광역시 중구청,부산광역시 중구,2022-12-31,35.103,129.031,,2023-07-01 5:30
맑은샘,부산광역시 북구청,부산광역시 북구,2022-12-31,35.1990708,129.0071796,,2023-07-01 5:30
맘모스프라자 (맘모스상가운영위원회),부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.06147729,128.9793185,,2023-07-01 5:30
맘스웰 산후조리원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.23334809,129.0141288,,2023-07-01 5:30
망미동 노외공영주차장,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.17031425,129.0968319,,2023-07-01 5:30
망미역,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.17152557,129.1083198,,2023-07-01 5:30
맥켄지일신기독병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.22098779,129.0077817,,2023-07-01 5:30
메가마트,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.13725731,129.1109928,,2023-07-01 5:30
메가마트 기장점,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.2545944,129.2220968,,2023-07-01 5:30
메가마트 동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20454596,129.081138,,2023-07-01 5:30
메가마트 동래점,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20454596,129.081138,,2023-07-01 5:30
메가마트 실내주차장,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.13725731,129.1109928,,2023-07-01 5:30
메가박스중앙㈜,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.16314616,128.9809858,,2023-07-01 5:30
메드윌병원,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.258526,129.091051,,2023-07-01 5:30
메리놀병원,부산광역시 중구청,부산광역시 중구,2022-12-31,35.10765224,129.0329841,,2023-07-01 5:30
메리움,부산광역시 부산진구청,부산진구,2023-01-11,35.1734165,129.0302769,,2023-07-01 5:30
메리움,부산광역시 부산진구청,부산진구,2023-01-11,35.1734165,129.0302769,,2023-07-01 5:30
메인즈PC,,,,부산 남구 수영로 274-16 2층,,,
메타한방병원,,,,부산 부산진구 중앙대로 653 2~5층,,,
명은병원,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18814435,129.0766931,,2023-07-01 5:30
명장역,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20367126,129.0872104,,2023-07-01 5:30
명지녹산산단명지어린이집,부산광역시 강서구청,강서구,2022-12-22,35.08327,128.90394,,2023-07-01 5:30
모덕지하철역,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.1803969,128.9855634,,2023-07-01 5:30
모라지하철역,부산광역시 사상구청,부산광역시 사상구,2022-12-31,35.18964189,128.9886081,,2023-07-01 5:30
모리아영재어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.09849841,128.9980672,,2023-07-01 5:30
목화사우나,부산광역시 부산진구청,부산진구,2023-01-11,35.1587959,129.0675576,,2023-07-01 5:30
묘음예능어린이집,부산광역시 동구청,부산광역시 동구,2021-01-21,35.125042,129.035593,,2023-07-01 5:30
무역회관,부산광역시 중구청,부산광역시 중구,2022-12-31,35.10581784,129.0377323,,2023-07-01 5:30
무지개언덕노인전문요양센터,부산광역시 북구청,부산광역시 북구,2022-12-31,35.19426533,129.0086898,,2023-07-01 5:30
문현금융단지IFC부산 복합시설,부산광역시 남구청,부산광역시 남구,2023-01-16,129.0654779,35.14828501,,2023-07-01 5:30
미남동의요양병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20545183,129.0674442,,2023-07-01 5:30
미남역(3호선),부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20367126,129.0872104,,2023-07-01 5:30
미남역(4호선),부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.20367126,129.0872104,,2023-07-01 5:30
미래로 산후조리원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21130636,129.0044622,,2023-07-01 5:30
미래로병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21130636,129.0044622,,2023-07-01 5:30
미래로병원(실내주차장)(동서디에스),부산광역시 북구청,부산광역시 북구,2022-12-31,35.21130636,129.0044622,,2023-07-01 5:30
미래병원,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19771875,129.097563,,2023-07-01 5:30
미래아이산후조리원,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.10587267,128.9634843,,2023-07-01 5:30
미래아이여성병원,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.10234218,128.9631027,,2023-07-01 5:30
미래여성병원,부산광역시 부산진구청,부산진구,2023-01-11,35.1545019,129.0334678,,2023-07-01 5:30
미래여성산후조리원,,,,부산 사하구 낙동남로 1388,,,
미소요양병원,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.174147,129.173258,,2023-07-01 5:30
민락역,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.16706286,129.1221012,,2023-07-01 5:30
바다빛어린이집,부산광역시 수영구청,부산광역시 수영구,2022-12-31,35.15555536,129.1266075,,2023-07-01 5:30
바른길병원,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.174025,129.128418,,2023-07-01 5:30
바른병원,부산광역시 서구청,부산광역시 서구,2022-12-31,35.09764393,129.0249052,,2023-07-01 5:30
바벨PC 시즌2,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.258242,129.0863,,2023-07-01 5:30
바운스트램폴린파크 W아파트점,부산광역시 남구청,부산광역시 남구,2023-01-16,129.1112149,35.1342266,,2023-07-01 5:30
박원욱병원,,,,"부산 수영구 광안로 4 광안SK뷰 상가 지하1층, 5~8층",,,
반석노인건강센터,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3795114,129.2602275,,2023-07-01 5:30
반여3동어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.26273,129.14512,,2023-07-01 5:30
반여농산물시장역 (4호선),부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.16016,129.164679,,2023-07-01 5:30
발리24시대중사우나,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18699818,129.079884,,2023-07-01 5:30
발리아쿠아랜드,부산광역시 동구청,부산광역시 동구,2021-01-21,35.11554,129.038024,,2023-07-01 5:30
밝은눈안과병원,부산광역시 부산진구청,부산진구,2023-01-11,35.157949,129.0513277,,2023-07-01 5:30
밝은마음병원,,,,부산 해운대구 해운대로 575 국제빌딩 2~5층,,,
밝은세상안과의원,부산광역시 부산진구청,부산진구,2023-01-11,35.1570047,129.0582203,,2023-07-01 5:30
백산어린이집,부산광역시 부산진구청,부산진구,2023-01-11,35.1662832,129.0333076,,2023-07-01 5:30
백양산한가족스포츠센터,부산광역시 부산진구청,부산진구,2023-01-11,35.1731808,129.0300082,,2023-07-01 5:30
백양산한가족스포츠센터,부산광역시 부산진구청,부산진구,2023-01-11,35.1731808,129.0300082,,2023-07-01 5:30
백조어린이집,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.163603,129.184465,,2023-07-01 5:30
범내골역,부산광역시 부산진구청,부산진구,2023-01-11,35.14726038,129.0600102,,2023-07-01 5:30
범내골역 한라비발디 STUDIO 422,,,,부산 부산진구 범천로 22,,,
범어사역(1호선),부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.27272,129.092678,,2023-07-01 5:30
범일초등학교지하주차장,부산광역시 동구청,부산광역시 동구,2021-01-21,35.139232,129.050016,,2023-07-01 5:30
베스트웨스턴 해운대호텔,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.175683,129.131237,,2023-07-01 5:30
베스티안부산병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.23558347,129.0086179,,2023-07-01 5:30
벡스코,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.160412,129.166587,,2023-07-01 5:30
벡스코,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.166575,129.168961,,2023-07-01 5:30
벡스코,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.174485,129.12779,,2023-07-01 5:30
벡스코,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.201276,129.120017,,2023-07-01 5:30
벡스코역 (시립미술관),부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.15982,129.157929,,2023-07-01 5:30
벽산e오렌지프라자,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.16425,129.185122,,2023-07-01 5:30
벽산이센텀클래스원2차,부산광역시 해운대구청,부산광역시 해운대구,2022-12-31,35.166835,129.132473,,2023-07-01 5:30
보림프라자 상가,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.19464285,129.0948203,,2023-07-01 5:30
보수종합상가,부산광역시 중구청,부산광역시 중구,2022-12-31,35.1041504,129.0218176,,2023-07-01 5:30
보엠어린이집,부산광역시 연제구청,부산광역시 연제구,2022-12-31,35.18651898,129.0870913,,2023-07-01 5:30
보현어린이집,,,,부산 부산진구 백양관문로77번길 140 개금종합사회복지관 2층,,,
복천박물관,부산광역시 동래구청,부산광역시 동래구,2022-12-31,35.2073797,129.0917956,,2023-07-01 5:30
봄뜰어린이집,부산광역시 기장군청,부산광역시 기장군,2023-01-01,35.3357294,129.1791946,,2023-07-01 5:30
봉생병원,부산광역시 동구청,부산광역시 동구,2021-01-21,35.130996,129.050396,,2023-07-01 5:30
부경대학교어린이집,,,,부산 남구 용소로 45 C14동,,,
부곡어린이집,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.226603,129.096034,,2023-07-01 5:30
부곡요양병원,부산광역시 금정구청,부산광역시 금정구,2022-12-31,35.221075,129.089559,,2023-07-01 5:30
부민교회어린이집,부산광역시 서구청,부산광역시 서구,2022-12-31,35.10296808,129.019088,,2023-07-01 5:30
부민병원,부산광역시 북구청,부산광역시 북구,2022-12-31,35.21196445,129.011216,,2023-07-01 5:30
부산 범일 로얄팰리스 2차,,,,부산 부산진구 범일로 176,,,
부산 파이낸스 센터,,,,부산 부산진구 중앙대로 708,,,
부산YMCA,부산광역시 동구청,부산광역시 동구,2021-01-21,35.125332,129.044844,,2023-07-01 5:30
부산YWCA부설어린이집,부산광역시 사하구청,부산광역시 사하구,2022-12-31,35.07572341,128.9810788,,2023-07-01 5:30
