매장명,위도,경도
연산관자재요양병원,35.18287253,129.1074969
새항운병원,35.18290872,129.0795664
예지어린이집,35.18300891,129.0693021
우리행복요양병원,35.18304408,129.1074663
선재노인전문요양원,35.1832775,129.0500255
㈜파라다이스호텔,35.18339,129.202992
호산노인건강센터,35.18369456,129.0661711
시티요양병원,35.18397262,129.0805466
호산기독요양병원,35.18402591,129.0664169
위대한탄생산후조리원,35.18485049,129.080152
위대한탄생여성병원,35.18485049,129.080152
연산인제요양병원,35.18507234,129.1074499
우신상가,35.18509326,128.9914513
트레이더스 연산점,35.18509414,129.1119518
트레이더스 연산점,35.18509414,129.1119518
더웰타워,35.18522302,129.0818368
이마트해운대점,35.185437,129.121455
동백섬마리나 클럽하우스,35.185508,129.125383
연제일신병원,35.18566443,129.0828748
프리마요양병원,35.18567511,129.0826883
토끼와당근어린이집,35.18573275,129.1081726
연제일신산후조리원,35.18605149,129.0829348
센텀마티안,35.186319,129.123843
하나금융어린이집,35.18648646,129.0826771
토곡어린이집,35.18649701,129.1054271
보엠어린이집,35.18651898,129.0870913
거제드림어린이집,35.18661422,129.0703486
워크재활의학과병원,35.18677031,129.0841961
발리24시대중사우나,35.18699818,129.079884
나라키움부산통합청사,35.1871202,129.0732649
의료법인 노송의료재단 시티요양병원,35.18733901,128.9900192
부산의료원노인전문제2병원,35.18741703,129.0600491
부산의료원장례식장,35.18741703,129.0600491
㈜장연빌딩,35.18776025,129.0793342
시티타워,35.18805483,129.0806666
명은병원,35.18814435,129.0766931
해운대백병원,35.18821,129.129947
안심요양병원,35.18821295,129.1030897
한양류마디병원,35.18827091,129.0977103
대양어린이집,35.18836804,129.1058477
연산SK뷰단지빌딩,35.18837291,129.0813845
해운대푸르지오시티,35.188474,129.127157
오시리아스퀘어,35.1885111,129.2120281
오시리아스퀘어,35.1885111,129.2120281
파크하얏트부산,35.188858,129.126843
웰니스병원,35.18899031,129.0859165
센텀T-TOWER,35.189672,129.126824
울트라PC,35.189672,129.126824
대영스포렉스,35.189918,129.1068789
이케아 동부산점,35.19028489,129.2102711
이케아 다기스(동부산) 어린이집,35.1902886,129.2102723
센트럴원,35.1905317,129.2174898
곰두리어린이집,35.19056184,129.0815454
하늘나리어린이집,35.19059565,128.9948767
홈플러스연산점,35.19096064,129.0893357
홈플러스연산점,35.19096064,129.0893357
센텀호텔㈜,35.190981,129.119397
부산검찰어린이집,35.19120606,129.0719571
홈플러스아시아드점,35.19126678,129.0620097
홈플러스아시아드점,35.19126678,129.0620097
(주)해수피아,35.19161023,129.0852596
(주)해수피아,35.19161023,129.0852596
이룸제이타워,35.192111,129.134523
연제나라요양병원,35.19216869,129.0792608
롯데마트,35.1922105,129.2127824
주성산빌딩,35.19248531,129.078123
부산법원어린이집,35.19253748,129.0732703
하나둘어린이집,35.19281527,129.0663233
오시리아테마파크판매시설(A동),35.1928286,129.2149547
오시리아테마파크판매시설(B동),35.1928286,129.2149547
센텀사이언스파크,35.193821,129.125052
예향어린이집,35.19392626,129.0843132
북부교육청,35.19417026,128.9952142
무지개언덕노인전문요양센터,35.19426533,129.0086898
장선어린이집,35.19426533,129.0086898
(사)부산의료선교회세계로병원,35.19449667,129.0647531
동백 어린이집,35.194625,129.206906
보림프라자 상가,35.19464285,129.0948203
스펀지어린이집,35.19467137,129.1025951
승원어린이집,35.19512145,129.0705591
양덕어린이집,35.19553239,129.0689394
부산경찰청어린이집,35.19585742,129.0534715
좋은날에 드라마산후조리원,35.19606805,129.1075774
좋은날에 드라마여성병원,35.19606805,129.1075774
(의)동영의료재단 상록병원,35.19622865,129.1048014
삼정자이언츠파크,35.19626616,129.0613611
㈜한양프라자부산점,35.19648677,129.0812287
(의)은빛의료재단 좋은애인병원,35.19659778,129.0959337
포천초교 공영주차장,35.19664206,129.0091031
노블레스요양병원,35.19667485,129.1062789
힐스파(금진),35.196682,129.115715
동래봉생병원,35.19691163,129.0961136
우리들어린이집,35.1969623,129.1034277
동래아동병원,35.19704569,129.1002114
현대해상온마음 어린이집,35.19705,129.061078
아망떼PC존 동래점,35.19717744,129.0966224
준요양병원,35.19735279,129.0991504
신세계백화점 센텀시티점,35.197406,129.131641
숲속은성어린이집,35.19752977,129.004876
부산항운병원,35.19755796,129.0964078
부산힐튼호텔,35.1976532,129.2279582
아난티펜트하우스,35.1976532,129.2279582
미래병원,35.19771875,129.097563
효림어린이집,35.19830338,128.9999759
구포부민병원,35.19832075,128.9905466
부산은빛요양병원(구.참행복 요양병원),35.19835047,128.9966213
강변어린이집,35.19837,128.92539
사직레포츠대중탕,35.19885829,129.0618012
르노삼성자동차 동래사업소,35.19895864,129.0840178
새안락병원,35.19904576,129.1072335
맑은샘,35.1990708,129.0071796
동래우리들병원,35.19993746,129.090444
부전교회,35.20041519,129.0783817
(의)은빛의료재단 참사랑요양병원,35.20073211,129.087281
한빛어린이집,35.20074844,129.1033911
BNK해운대 어린이집,35.201115,129.132284
삼정그린어린이집,35.2011828,129.2058804
벡스코,35.201276,129.120017
(주)BYC마트,35.201335,129.120224
대붕빌딩,35.20136967,129.0835337
(의)상원의료재단부산힘찬병원,35.20148126,129.0871702
(의)상원의료재단부산힘찬병원,35.20148126,129.0871702
대신증권(주) 동래사옥,35.20206448,129.0824448
혜화어린이집,35.20226213,129.1132952
한화생명(주)명륜동사옥,35.20292779,129.0806552
동래성모병원,35.20326558,129.0801765
동래시장,35.20380888,129.0859383
메가마트 동래점,35.20454596,129.081138
메가마트 동래점,35.20454596,129.081138
해운대백병원 장례식장,35.204626,129.116737
구포일심요양병원,35.20463813,128.9955156
대동병원,35.20472496,129.0802727
대동병원,35.20472496,129.0802727
예능어린이집,35.20515399,129.086714
신세계백화점 센텀시티점,35.205313,129.126278
(사)한국건강관리협회 건강증진의원,35.20537994,129.0765694
미남동의요양병원,35.20545183,129.0674442
예담어린이집,35.20551564,129.0094738
SH TOWER,35.205697,129.124495
세화병원,35.20591452,129.0711842
풀잎 어린이집,35.205953,129.121738
으뜸요양병원,35.20596636,129.0734692
부산노인전문제1병원,35.20614931,129.0282064
쁘띠쁘아어린이집,35.20689079,129.0575569
(의)장수의료재단 동래요양병원,35.20692904,129.0817626
만덕도서관,35.206949,129.036683
(의)광혜의료재단 광혜병원,35.20699644,129.0711545
현대어린이집,35.20731302,129.0831735
사직요양병원,35.207342,129.071829
햇살가득한어린이집,35.20736759,129.0111088
복천박물관,35.2073797,129.0917956
한독온천어린이집,35.20743681,129.0631321
해운대 라뮤에뜨,35.208445,129.117727
주영어린이집,35.20850584,129.099817
화영어린이집,35.20884747,129.0134023
로뎀노인요양원,35.20903845,129.0111949
다사랑요양병원,35.20913783,129.0407461
구포성심병원,35.20967278,129.0045732
꿈동산어린이집,35.20971272,129.0439372
럭키동래쇼핑,35.20984297,129.0744099
덕양어린이집,35.21019649,129.0225538
해뜨락요양병원,35.21036692,129.0447293
수정안과의원,35.21048295,129.0058285
덕천3동 공영주차장,35.2105403,129.0181319
덕천지하주차장,35.21054366,129.0053842
트럼프월드센텀상가,35.210622,129.118466
더락PC카페 덕천점,35.21066138,129.0084802
해뜨락요양원,35.21067154,129.0452178
한사랑내과의원,35.210886,129.00908
연우어르신의 집,35.21094446,129.0441912
뉴코아 덕천점(대규모점포),35.21110749,129.007593
뉴코아 덕천점(실내주차장),35.21110749,129.007593
덕천요양병원,35.21118163,129.005469
덕천지하상가 태아쇼핑,35.21119962,129.0096762
미래로 산후조리원,35.21130636,129.0044622
미래로병원,35.21130636,129.0044622
미래로병원(실내주차장)(동서디에스),35.21130636,129.0044622
리치웰휘트니스덕천스파(구.프라임),35.21150617,129.0072234
센트럴병원,35.211515,129.009067
사회복지법인 황전 황전요양원,35.2117003,129.0549065
롯데마트 동래점,35.21170859,129.0774768
롯데마트 동래점,35.21170859,129.0774768
롯데쇼핑㈜동래점,35.21170859,129.0774768
롯데쇼핑㈜동래점,35.21170859,129.0774768
아하브병원,35.21171584,129.0489295
아하브요양병원,35.21171584,129.0489295
서광자연어린이집,35.21187421,129.0449681
부민병원,35.21196445,129.011216
제일행복한어린이집,35.21201155,129.0220132
가빈어린이집,35.21226482,129.0262186
노벨어린이집,35.2122956,129.0268019
청록만덕실버센터,35.21233591,129.0407486
시원항병원,35.21233733,129.0041393
굿윌치과병원,35.2124938,129.0047634
엔젤인어린이집,35.21258683,129.0351162
경희요양병원,35.21266609,129.0163942
남산정요양병원,35.21306473,129.0219594
늘봄실버요양센터,35.21326922,129.0983767
사회복지법인 해월 무량수노인요양원,35.21334194,129.0630115
부산컴퓨터 도매상가,35.21397883,129.0796376
부산컴퓨터 도매상가,35.21397883,129.0796376
만덕1어린이집,35.214067,129.037929
온사랑병원,35.214346,129.108185
서동제일요양병원,35.21436,129.105212
사단법인 대승불교보광정사 보광요양병원,35.214445,129.112555
세웅병원,35.214486,129.104115
마야어린이집,35.214575,129.11847
(의)영신의료재단 동래유유요양병원,35.21489891,129.077541
행복한그림동산어린이집,35.214983,129.114512
산새소리어린이집,35.21528616,129.025259
(의)온의료재단 신세계요양병원,35.21566372,129.0797149
금정산뉴웰시티어린이집,35.216009,129.036579
아름다운강산병원,35.216268,129.109896
동래 SK뷰 3차 어린이집,35.21640198,129.0798125
화명일신기독병원조리원,35.21740768,129.0049152
성산현대요양병원,35.21741464,129.0855046
충렬어린이집,35.217969,129.123927
한솔어린이집,35.21813896,129.0382917
의료법인 대성사랑의료재단 제일요양병원,35.218307,129.100993
리틀해오름어린이집,35.218499,129.038441
롯데몰 동부산점,35.2188193,129.2313695
롯데몰 동부산점,35.2188193,129.2313695
꿈사랑어린이집,35.218868,129.10441
나르샤병원,35.21906324,129.0846039
의료법인 강혜의료재단온천사랑의요양병원,35.21911149,129.0802219
(의)윤재의료재단 금강요양병원,35.21917573,129.0811015
대한예수교장로회오산교회,35.220508,129.151124
신창요양병원,35.22063996,128.6763757
해운대 오션프라임,35.220692,129.153314
맥켄지일신기독병원,35.22098779,129.0077817
부곡요양병원,35.221075,129.089559
허심청,35.22115359,129.0826876
허심청,35.22115359,129.0826876
에스케이허브스카이위아,35.22128992,129.0855783
에스케이허브스카이위아 ㈜위아에셋,35.22128992,129.0855783
홈플러스(주) 동래점,35.22128992,129.0855783
홈플러스(주) 동래점,35.22128992,129.0855783
챔피언 허브스카이점,35.22129139,129.0856235
(의)윤재의료재단금정요양병원,35.22130804,129.0805367
해양자연사박물관,35.22195558,129.0756462
의료법인세왕의료재단 세왕요양병원,35.222522,129.085966
(의)피터의료재단 새소망요양병원,35.2228206,129.2269091
지온병원,35.22375,129.08579
온누리요양원,35.224624,129.153682
꾸미랑어린이집,35.224768,129.089463
수연어린이집,35.225197,129.08724
의료법인 삼세의료재단 삼세한방병원,35.225558,129.089381
화명어린이집,35.22636032,129.0122101
사랑요양병원,35.226562,129.089676
부곡어린이집,35.226603,129.096034
롯데백화점 센텀시티점,35.227007,129.146949
양지요양병원,35.227123,129.082783
래미안장전 어린이집,35.227721,129.087295
스타자동차㈜ [메르세데스벤츠 해운대서비스센터],35.227927,129.147114
애광노인요양원,35.228935,129.075208
애광치매전문요양원,35.228935,129.075208
안평노인요양원,35.228999,129.076309
장전제일교회어린이집,35.229024,129.08639
아이원어린이집,35.229225,129.092792
부산노인전문 제3병원,35.230103,129.155413
의료법인 영파의료재단 규림요양병원,35.230786,129.076176
의료법인 영파의료재단 마음향기병원,35.230816,129.077101
아이린pc방,35.230966,129.088417
3 pop pc(부산대정문점),35.230974,129.088013
신망애노인요양원 ,35.231613,129.077126
신망애치매전문요양원,35.231613,129.077126
한샘센텀,35.231672,129.151551
동래노인요양원,35.231712,129.076109
엘리움,35.231934,129.157953
화명일신기독병원,35.23195131,129.0135914
NC 부산대점(백화점),35.232074,129.083867
NC 부산대점(실내주차장),35.232074,129.083867
화명도서관,35.232192,129.0093909
코코몽 키즈랜드 부산대점,35.2329183,129.08246
기장웨이브리즈어린이집,35.2329777,129.2219036
맘스웰 산후조리원,35.23334809,129.0141288
더미즈웰산부인과,35.23362967,129.0139899
삼한골든뷰,35.23418327,129.0133067
롯데쇼핑㈜롯데마트 화명점(대규모점포),35.23516715,129.0130145
롯데쇼핑㈜롯데마트 화명점(실내주차장),35.23516715,129.0130145
순산후조리원 신관,35.235227,129.091362
베스티안부산병원,35.23558347,129.0086179
오아시스사우나,35.23564852,129.0102848
ox화명본점,35.235824,129.010299
(의)서일의료재단 기장병원,35.2358805,129.216446
부산대학교 직장 어린이집,35.236397,129.083388
부산대학교부설어린이집,35.23641,129.083411
순여성병원,35.236475,129.09143
BNK금정어린이집,35.236785,129.0867
엔젤어린이집,35.237065,129.237065
평거요양병원,35.2373406,129.2143002
사이버존PC방,35.237526,129.083186
부산레포츠 찜질방,35.237623,129.083935
아이파크PC방,35.237649,129.090931
히트PC,35.237778,129.087017
한솔어린이집,35.2382404,129.215532
키즈클럽해맑은어린이집,35.2384155,129.2215991
롯데마트 금정점(실내주차장),35.239022,129.091721
꼬마대통령어린이집,35.24112888,129.020846
한마음노인건강센터,35.2414374,129.2184209
산새소리어린이집,35.241642,129.2084413
키즈킹덤어린이집,35.24174116,129.020758
금정구청어린이집,35.242843,129.092203
의료법인 선우의료재단 BHS동래한서요양병원,35.242979,129.095681
기장시장,35.2435205,129.2150933
기장군 보건소,35.2435223,129.2229656
의료법인 동일의료재단 금정나라요양병원,35.243876,129.093853
정화노인요양원,35.24394075,129.0194387
기장실버타운,35.2451777,129.2414206
금정문화회관(실내주차장),35.245908,129.094404
구서오시게시장,35.2473642,129.08975
포도원 드림센터,35.2476263,129.0157052
현대요양병원,35.2487384,129.2100607
신세계이마트금정점,35.249861,129.09088
신세계이마트금정점(실내주차장),35.249861,129.09088
나눔의료재단 행림요양병원,35.249949,129.090773
(주)농협유통 하나로클럽 부산점(대규모점포),35.25002418,129.0112179
(주)농협유통 하나로클럽 부산점(실내주차장),35.25002418,129.0112179
기장연세요양병원,35.2507263,129.2178336
참조은어린이집,35.2511963,129.2143958
부산마이크로병원,35.251752,129.091149
초록어린이집,35.2520598,129.2148394
두실공영주차장,35.253059,129.089326
㈜스포케이,35.25389,129.089009
메가마트 기장점,35.2545944,129.2220968
전원어린이집,35.2555457,129.2131871
선재어린이집,35.255693,129.090525
동성어린이집,35.257328,129.0906
나무야어린이집,35.25774,129.085022
바벨PC 시즌2,35.258242,129.0863
메드윌병원,35.258526,129.091051
좋은리버뷰요양병원,35.25959113,129.0138028
좋은장례식장,35.25959113,129.0138028
의료법인 좋은사람들의료재단 관자재요양병원,35.261518,129.093663
반여3동어린이집,35.26273,129.14512
금정형주요양병원,35.264208,129.088857
일광어린이집,35.2652367,129.2375162
새우리남산병원,35.265269,129.092199
애플PC방,35.266109,129.092231
창의글로벌어린이집,35.26750139,129.0184951
남산(농수산)시장,35.269901,129.089247
금샘어린이집,35.271284,129.085824
그림동산어린이집,35.271833,129.091417
금정도서관,35.2726,129.096188
키즈몬,35.275246,129.091795
의료법인 천지의료재단 금샘요양병원,35.27682,129.088285
금정노인요양원,35.277653,129.089029
부산종합버스터미널,35.284897,129.095587
기장노인의료센터,35.2870535,129.2278269
동래병원,35.294557,129.111873
안델센어린이집,35.2962047,129.107876
칠암어린이집,35.2990057,129.2564053
삼동어린이집,35.3117277,129.115279
차타타 부산 기장점 키즈카페,35.31246958,129.1954398
정관8어린이집,35.3128436,129.1731696
효산요양원,35.3136962,129.1146077
기장실버홈,35.3150612,129.1699143
장안어린이집,35.3171626,129.2590714
정관산업단지 공동직장 어린이집,35.31742069,129.1863713
힐탑프리미엄아울렛,35.3204159,129.2368596
힐탑프리미엄아울렛,35.3205036,129.2352401
원앤원스카이기숙학원,35.320736,129.1790795
키위키즈랜드,35.3211189,129.2355229
탑스퀘어,35.32119128,129.1782792
탑스퀘어,35.32119128,129.1782792
동남권원자력의학원,35.3214832,129.243613
동남권원자력의학원,35.3214832,129.243613
동남권원자력의학원,35.3214832,129.243613
정관온천,35.3225678,129.1778837
홈플러스 부산정관점,35.3230993,129.1763385
홈플러스 부산정관점,35.3230993,129.1763385
정관아이비어린이집,35.3233647,129.1848346
신세계 사이먼,35.3234853,129.2361577
태흥당한방병원,35.3251216,129.1794952
정관도서관,35.3279169,129.1817747
정관박물관,35.3279169,129.1817747
피올라어린이집,35.3285936,129.1794251
정관보건지소,35.3302876,129.171602
정관옥스퍼드어린이집,35.3320107,129.1779611
한수원 한빛어린이집,35.332234,129.283056
오즈어린이집,35.3335263,129.1724198
애플골프존(애플타워),35.3350379,129.1691563
리틀하버드어린이집,35.3351643,129.1726745
청담자연어린이집,35.3351643,129.1726745
선양시니어빌리지,35.3351851,129.2836574
숲속나라어린이집,35.3352586,129.1727143
봄뜰어린이집,35.3357294,129.1791946
다인요양원,35.3434227,129.2768166
효성노인건강센터,35.3590968,129.2612932
효성제일노인건강센터,35.3665327,129.2733358
반석노인건강센터,35.3795114,129.2602275
팬오션(구.STX) 정오개발부산빌딩,35.84206262,128.5908727
센텀코아,36.171152,129.167388
기술신용보증기금,129.0641651,35.14607914
(주)이마트 문현점,129.0642407,35.14430272
㈜ 이마트 문현점,129.0642407,35.14430272
IFC부산 오슬로파크,129.0654779,35.14828501
문현금융단지IFC부산 복합시설,129.0654779,35.14828501
캐니언파크 어린이놀이시설,129.0654779,35.14828501
부산은행 본점,129.0658475,35.14549645
부산국제금융센터 실내주차장,129.0658605,35.14648787
비아이에프씨몰(BIFC Mall),129.0658605,35.14648787
한빛어린이집,129.0686936,35.13152677
대림찜질사우나,129.0704996,35.13621609
아이세상어린이집,129.0728984,35.14256771
제니스파크요양병원,129.0745099,35.12659872
한누리어린이집,129.078052,35.1372758
동천어린이집,129.0821033,35.11756218
홈플러스㈜ 부산감만점,129.0822116,35.12159947
남구청 실내주차장,129.0841098,35.13650057
새라새요양병원,129.0845393,35.12174089
인창대연요양병원,129.0845986,35.13446805
BH병원,129.0846495,35.13499942
샬롬어린이집,129.0850775,35.11931131
남부교육지원청,129.085455,35.13616401
부산성소병원,129.0857817,35.13515152
윌리스요양병원,129.086552,35.13531587
양문어린이집,129.0874484,35.12104776
마미캠프산후조리원,129.0878604,35.12562314
천사어린이집,129.0890119,35.15109516
대연어린이집,129.0894125,35.12189544
행복한어린이집,129.0925886,35.13625305
부산고려병원,129.0926034,35.13490083
부산예술관,129.0927816,35.12771512
부산시립박물관,129.0929379,35.12955255
위대항병원,129.0929499,35.13537544
부산문화회관,129.0929994,35.12595543
용당어린이집,129.0930514,35.11343458
유엔평화기념관,129.0932577,35.12475424
파크사이드재활의학병원,129.0971472,35.12517876
가나병원,129.0974718,35.12239051
그랜드자연요양병원,129.0977891,35.14681537
대연성모병원,129.0986505,35.14803344
용당요양병원,129.099122,35.12353834
스파크,129.0992747,35.13733728
㈜센츄리스포렉스,129.1006196,35.13698252
리마크빌 대연,129.1015382,35.13756007
대영온천,129.1067896,35.13802595
해피실버타운,129.107302,35.12158889
글로벌어린이집,129.1077413,35.12647943
부산성모병원,129.1091922,35.11051148
부산성모병원장례식장,129.1091922,35.11051148
부산성모병원주차장,129.1091922,35.11051148
아이뜰어린이집,129.1099781,35.11749008
W 스퀘어,129.1112149,35.1342266
W스퀘어,129.1112149,35.1342266
바운스트램폴린파크 W아파트점,129.1112149,35.1342266
뽀로로파크 부산점,129.1112149,35.1342266
호산나어린이집,129.1112703,35.12296771
효메디요양병원,129.1127174,35.12369356
힐탑 탑플레이스,129.1127234,35.13219363
해뜨는어린이집,129.112817,35.10845007
다보네가구,129.1134178,35.10826427
빌리브센트로,129.1156739,35.1305079
